step,time_s,KE_J,PE_J,Etot_J,T_kin_K,P_Pa,Uext_J
4160,4.160000000e-09,6.079438911e-16,9.990591138e-21,4.124282386e-16,1.467773226e+04,4.052992475e-07,-1.955256431e-16
4170,4.170000000e-09,6.097048586e-16,9.946831059e-21,4.124209954e-16,1.472024771e+04,4.064732246e-07,-1.972938100e-16
4180,4.180000000e-09,6.112895525e-16,1.006288176e-20,4.124357124e-16,1.475850735e+04,4.075297246e-07,-1.988639030e-16
4190,4.190000000e-09,6.128424722e-16,1.030433868e-20,4.124372446e-16,1.479599986e+04,4.085650826e-07,-2.004155319e-16
4200,4.200000000e-09,6.143888328e-16,1.047659635e-20,4.124365531e-16,1.483333400e+04,4.095960458e-07,-2.019627562e-16
4210,4.210000000e-09,6.160483676e-16,1.058443512e-20,4.124335738e-16,1.487340054e+04,4.107024394e-07,-2.036253782e-16
4220,4.220000000e-09,6.178429173e-16,1.064440832e-20,4.124207285e-16,1.491672678e+04,4.118988261e-07,-2.054328333e-16
4230,4.230000000e-09,6.198044213e-16,1.073210872e-20,4.124190839e-16,1.496408383e+04,4.132065244e-07,-2.073960696e-16
4240,4.240000000e-09,6.217921794e-16,1.086626549e-20,4.124244740e-16,1.501207474e+04,4.145317399e-07,-2.093785718e-16
4250,4.250000000e-09,6.238073609e-16,1.096906247e-20,4.124279304e-16,1.506072774e+04,4.158752285e-07,-2.113903995e-16
4260,4.260000000e-09,6.258419000e-16,1.099376700e-20,4.124202824e-16,1.510984810e+04,4.172315973e-07,-2.134326113e-16
4270,4.270000000e-09,6.279252424e-16,1.099382376e-20,4.124144242e-16,1.516014672e+04,4.186204966e-07,-2.155218120e-16
4280,4.280000000e-09,6.300989939e-16,1.122212300e-20,4.124123336e-16,1.521262812e+04,4.200697356e-07,-2.176978825e-16
4290,4.290000000e-09,6.323118453e-16,1.136365631e-20,4.124034953e-16,1.526605351e+04,4.215450135e-07,-2.199197137e-16
4300,4.300000000e-09,6.345124360e-16,1.143139505e-20,4.124062735e-16,1.531918289e+04,4.230121007e-07,-2.221175938e-16
4310,4.310000000e-09,6.367267807e-16,1.155779363e-20,4.124005064e-16,1.537264433e+04,4.244883727e-07,-2.243378322e-16
4320,4.320000000e-09,6.389559803e-16,1.176495168e-20,4.124000205e-16,1.542646442e+04,4.259745700e-07,-2.265677247e-16
4330,4.330000000e-09,6.412584256e-16,1.202687850e-20,4.123932305e-16,1.548205290e+04,4.275096242e-07,-2.288772220e-16
4340,4.340000000e-09,6.436318939e-16,1.220964820e-20,4.123932460e-16,1.553935610e+04,4.290919986e-07,-2.312508575e-16
4350,4.350000000e-09,6.460119421e-16,1.249118785e-20,4.123943589e-16,1.559681816e+04,4.306787907e-07,-2.336300744e-16
4360,4.360000000e-09,6.482973335e-16,1.275913475e-20,4.123926503e-16,1.565199491e+04,4.322024743e-07,-2.359174423e-16
4370,4.370000000e-09,6.504906619e-16,1.298626601e-20,4.123975556e-16,1.570494895e+04,4.336647693e-07,-2.381060925e-16
4380,4.380000000e-09,6.526722317e-16,1.316726078e-20,4.123908562e-16,1.575761910e+04,4.351192129e-07,-2.402945428e-16
4390,4.390000000e-09,6.548849598e-16,1.340429620e-20,4.123865251e-16,1.581104152e+04,4.365944398e-07,-2.425118390e-16
4400,4.400000000e-09,6.570887497e-16,1.355939696e-20,4.123816668e-16,1.586424813e+04,4.380636847e-07,-2.447206422e-16
4410,4.410000000e-09,6.593439562e-16,1.359637060e-20,4.123895852e-16,1.591869612e+04,4.395671688e-07,-2.469679674e-16
4420,4.420000000e-09,6.615411703e-16,1.366873396e-20,4.123933927e-16,1.597174397e+04,4.410320021e-07,-2.491614463e-16
4430,4.430000000e-09,6.636420367e-16,1.385304220e-20,4.123939067e-16,1.602246568e+04,4.424326408e-07,-2.512619831e-16
4440,4.440000000e-09,6.655784974e-16,1.395562898e-20,4.123922852e-16,1.606921811e+04,4.437236500e-07,-2.532001679e-16
4450,4.450000000e-09,6.675723612e-16,1.412149538e-20,4.123874766e-16,1.611735643e+04,4.450529482e-07,-2.551990062e-16
4460,4.460000000e-09,6.695928591e-16,1.440435242e-20,4.123874947e-16,1.616613779e+04,4.464000404e-07,-2.572197688e-16
4470,4.470000000e-09,6.716580553e-16,1.461381006e-20,4.123940410e-16,1.621599830e+04,4.477769084e-07,-2.592786281e-16
4480,4.480000000e-09,6.737265181e-16,1.486404442e-20,4.123899430e-16,1.626593769e+04,4.491559657e-07,-2.613514392e-16
4490,4.490000000e-09,6.757190300e-16,1.518724050e-20,4.123909900e-16,1.631404337e+04,4.504844140e-07,-2.633432273e-16
4500,4.500000000e-09,6.777543770e-16,1.544851262e-20,4.123872982e-16,1.636318323e+04,4.518413995e-07,-2.653825274e-16
4510,4.510000000e-09,6.798905704e-16,1.565961417e-20,4.123833068e-16,1.641475785e+04,4.532656000e-07,-2.675229232e-16
4520,4.520000000e-09,6.819897058e-16,1.594734284e-20,4.123910154e-16,1.646543777e+04,4.546651204e-07,-2.696146378e-16
4530,4.530000000e-09,6.839535172e-16,1.621692779e-20,4.123933461e-16,1.651285053e+04,4.559744151e-07,-2.715763880e-16
4540,4.540000000e-09,6.856363638e-16,1.641613289e-20,4.124127731e-16,1.655347989e+04,4.570963840e-07,-2.732400068e-16
4550,4.550000000e-09,6.871465704e-16,1.679354507e-20,4.124189389e-16,1.658994117e+04,4.581033107e-07,-2.747444251e-16
4560,4.560000000e-09,6.886434879e-16,1.709085442e-20,4.124106113e-16,1.662608160e+04,4.591013552e-07,-2.762499674e-16
4570,4.570000000e-09,6.903082769e-16,1.751772129e-20,4.124035131e-16,1.666627499e+04,4.602113547e-07,-2.779222814e-16
4580,4.580000000e-09,6.920251002e-16,1.774416225e-20,4.124006433e-16,1.670772466e+04,4.613559795e-07,-2.796422011e-16
4590,4.590000000e-09,6.936578851e-16,1.791886331e-20,4.124158303e-16,1.674714537e+04,4.624445616e-07,-2.812599737e-16
4600,4.600000000e-09,6.951139409e-16,1.800383205e-20,4.124244091e-16,1.678229926e+04,4.634152960e-07,-2.827075356e-16
4610,4.610000000e-09,6.966282828e-16,1.819041864e-20,4.124213314e-16,1.681886038e+04,4.644249193e-07,-2.842251417e-16
4620,4.620000000e-09,6.980430215e-16,1.842466634e-20,4.124231437e-16,1.685301675e+04,4.653681551e-07,-2.856383025e-16
4630,4.630000000e-09,6.994694825e-16,1.854963325e-20,4.124156784e-16,1.688745613e+04,4.663191713e-07,-2.870723537e-16
4640,4.640000000e-09,7.010105994e-16,1.871773225e-20,4.124116927e-16,1.692466368e+04,4.673466381e-07,-2.886176244e-16
4650,4.650000000e-09,7.026436567e-16,1.903848400e-20,4.124050460e-16,1.696409096e+04,4.684354464e-07,-2.902576491e-16
4660,4.660000000e-09,7.042929721e-16,1.919570367e-20,4.124147963e-16,1.700391077e+04,4.695350425e-07,-2.918973715e-16
4670,4.670000000e-09,7.058352501e-16,1.913075762e-20,4.124291475e-16,1.704114635e+04,4.705632089e-07,-2.934252334e-16
4680,4.680000000e-09,7.071700705e-16,1.919038550e-20,4.124264751e-16,1.707337323e+04,4.714531099e-07,-2.947627858e-16
4690,4.690000000e-09,7.085594115e-16,1.926144285e-20,4.124273683e-16,1.710691642e+04,4.723793610e-07,-2.961513046e-16
4700,4.700000000e-09,7.099520139e-16,1.933085793e-20,4.124253156e-16,1.714053835e+04,4.733077874e-07,-2.975460292e-16
4710,4.710000000e-09,7.113684606e-16,1.956042757e-20,4.124277820e-16,1.717473595e+04,4.742521617e-07,-2.989602391e-16
4720,4.720000000e-09,7.126820349e-16,1.985630980e-20,4.124320637e-16,1.720644989e+04,4.751279742e-07,-3.002698275e-16
4730,4.730000000e-09,7.139880810e-16,1.997473060e-20,4.124394428e-16,1.723798206e+04,4.759987111e-07,-3.015686130e-16
4740,4.740000000e-09,7.152243001e-16,2.000365957e-20,4.124378233e-16,1.726782839e+04,4.768228695e-07,-3.028064805e-16
4750,4.750000000e-09,7.164909133e-16,2.015793651e-20,4.124384466e-16,1.729840853e+04,4.776673366e-07,-3.040726246e-16
4760,4.760000000e-09,7.176584143e-16,2.042934337e-20,4.124370132e-16,1.732659579e+04,4.784457509e-07,-3.052418305e-16
4770,4.770000000e-09,7.187694573e-16,2.045072071e-20,4.124349552e-16,1.735341996e+04,4.791864533e-07,-3.063549528e-16
4780,4.780000000e-09,7.198318765e-16,2.055199528e-20,4.124402772e-16,1.737907019e+04,4.798947676e-07,-3.074121514e-16
4790,4.790000000e-09,7.208782992e-16,2.061184132e-20,4.124442094e-16,1.740433422e+04,4.805924123e-07,-3.084547017e-16
4800,4.800000000e-09,7.217869179e-16,2.087627933e-20,4.124441859e-16,1.742627122e+04,4.811982375e-07,-3.093636083e-16
4810,4.810000000e-09,7.226816292e-16,2.103856170e-20,4.124525925e-16,1.744787244e+04,4.817947654e-07,-3.102500753e-16
4820,4.820000000e-09,7.233948167e-16,2.131686101e-20,4.124522667e-16,1.746509110e+04,4.822703145e-07,-3.109638669e-16
4830,4.830000000e-09,7.240503935e-16,2.147173414e-20,4.124587280e-16,1.748091884e+04,4.827074171e-07,-3.116131372e-16
4840,4.840000000e-09,7.246476456e-16,2.151574437e-20,4.124647567e-16,1.749533844e+04,4.831056000e-07,-3.122044047e-16
4850,4.850000000e-09,7.250721246e-16,2.143156436e-20,4.124793523e-16,1.750558674e+04,4.833885595e-07,-3.126142039e-16
4860,4.860000000e-09,7.253598891e-16,2.138372625e-20,4.124829098e-16,1.751253430e+04,4.835803865e-07,-3.128983631e-16
4870,4.870000000e-09,7.257100451e-16,2.120197409e-20,4.124816738e-16,1.752098820e+04,4.838137658e-07,-3.132495732e-16
4880,4.880000000e-09,7.259695921e-16,2.118725857e-20,4.124899138e-16,1.752725450e+04,4.839867902e-07,-3.135008656e-16
4890,4.890000000e-09,7.258568285e-16,2.126056361e-20,4.124994523e-16,1.752453203e+04,4.839116377e-07,-3.133786368e-16
4900,4.900000000e-09,7.256604868e-16,2.138522995e-20,4.124947034e-16,1.751979170e+04,4.837807857e-07,-3.131871687e-16
4910,4.910000000e-09,7.256001082e-16,2.144797600e-20,4.125018243e-16,1.751833397e+04,4.837405538e-07,-3.131197319e-16
4920,4.920000000e-09,7.254801209e-16,2.159709235e-20,4.125064882e-16,1.751543709e+04,4.836606111e-07,-3.129952298e-16
4930,4.930000000e-09,7.250354856e-16,2.157561724e-20,4.125259799e-16,1.750470215e+04,4.833641811e-07,-3.125310813e-16
4940,4.940000000e-09,7.244117678e-16,2.149579283e-20,4.125204219e-16,1.748964358e+04,4.829483455e-07,-3.119128416e-16
4950,4.950000000e-09,7.237765887e-16,2.150359343e-20,4.125323563e-16,1.747430831e+04,4.825248929e-07,-3.112657360e-16
4960,4.960000000e-09,7.229631062e-16,2.143901812e-20,4.125339550e-16,1.745466821e+04,4.819825495e-07,-3.104505902e-16
4970,4.970000000e-09,7.220955741e-16,2.150330896e-20,4.125362637e-16,1.743372318e+04,4.814042139e-07,-3.095808136e-16
4980,4.980000000e-09,7.211197270e-16,2.142949100e-20,4.125375009e-16,1.741016307e+04,4.807536246e-07,-3.086036556e-16
4990,4.990000000e-09,7.201338760e-16,2.110218576e-20,4.125313476e-16,1.738636144e+04,4.800962856e-07,-3.076236306e-16
5000,5.000000000e-09,7.192370565e-16,2.097882743e-20,4.125231959e-16,1.736470931e+04,4.794983773e-07,-3.067348395e-16
5010,5.010000000e-09,7.184585701e-16,2.093786659e-20,4.125183263e-16,1.734591413e+04,4.789793604e-07,-3.059611817e-16
5020,5.020000000e-09,7.176576206e-16,2.093069073e-20,4.125114756e-16,1.732657662e+04,4.784453891e-07,-3.051670757e-16
5030,5.030000000e-09,7.166374557e-16,2.083264479e-20,4.125266378e-16,1.730194654e+04,4.777652458e-07,-3.041316506e-16
5040,5.040000000e-09,7.154508065e-16,2.054645289e-20,4.125357273e-16,1.727329699e+04,4.769740490e-07,-3.029356257e-16
5050,5.050000000e-09,7.142753705e-16,2.036701752e-20,4.125313665e-16,1.724491816e+04,4.761903703e-07,-3.017643710e-16
5060,5.060000000e-09,7.130104521e-16,2.030684688e-20,4.125407757e-16,1.721437894e+04,4.753470658e-07,-3.004899832e-16
5070,5.070000000e-09,7.117548680e-16,1.996745770e-20,4.125381185e-16,1.718406508e+04,4.745099013e-07,-2.992367170e-16
5080,5.080000000e-09,7.106166456e-16,1.975098084e-20,4.125292251e-16,1.715658471e+04,4.737510125e-07,-2.981071715e-16
5090,5.090000000e-09,7.095746494e-16,1.946020681e-20,4.125344186e-16,1.713142755e+04,4.730562533e-07,-2.970596910e-16
5100,5.100000000e-09,7.083623472e-16,1.937547376e-20,4.125416902e-16,1.710215865e+04,4.722480220e-07,-2.958400325e-16
5110,5.110000000e-09,7.069388644e-16,1.920034286e-20,4.125474251e-16,1.706779117e+04,4.712989824e-07,-2.944106397e-16
5120,5.120000000e-09,7.054753218e-16,1.913409945e-20,4.125471133e-16,1.703245652e+04,4.703232580e-07,-2.929473427e-16
5130,5.130000000e-09,7.040820737e-16,1.899347960e-20,4.125393679e-16,1.699881900e+04,4.693943784e-07,-2.915616993e-16
5140,5.140000000e-09,7.027656520e-16,1.876418226e-20,4.125364057e-16,1.696703632e+04,4.685166866e-07,-2.902480105e-16
5150,5.150000000e-09,7.013968413e-16,1.848531324e-20,4.125569022e-16,1.693398881e+04,4.676040561e-07,-2.888584245e-16
5160,5.160000000e-09,6.998425351e-16,1.831839564e-20,4.125604161e-16,1.689646283e+04,4.665677936e-07,-2.873004374e-16
5170,5.170000000e-09,6.982237057e-16,1.801939092e-20,4.125686930e-16,1.685737905e+04,4.654884765e-07,-2.856730321e-16
5180,5.180000000e-09,6.964839418e-16,1.777545490e-20,4.125712747e-16,1.681537552e+04,4.643285523e-07,-2.839304426e-16
5190,5.190000000e-09,6.947848181e-16,1.749539102e-20,4.125741880e-16,1.677435317e+04,4.631957099e-07,-2.822281255e-16
5200,5.200000000e-09,6.930225303e-16,1.726835126e-20,4.125720705e-16,1.673180585e+04,4.620207763e-07,-2.804677281e-16
5210,5.210000000e-09,6.913067153e-16,1.706055517e-20,4.125834239e-16,1.669038052e+04,4.608768295e-07,-2.787403519e-16
5220,5.220000000e-09,6.894470158e-16,1.681687060e-20,4.125855027e-16,1.664548136e+04,4.596369491e-07,-2.768783299e-16
5230,5.230000000e-09,6.876779167e-16,1.659514431e-20,4.125792299e-16,1.660276958e+04,4.584574816e-07,-2.751152820e-16
5240,5.240000000e-09,6.859333101e-16,1.646045145e-20,4.125846528e-16,1.656064914e+04,4.572943585e-07,-2.733651178e-16
5250,5.250000000e-09,6.840585045e-16,1.627783840e-20,4.125881029e-16,1.651538527e+04,4.560444273e-07,-2.714866795e-16
5260,5.260000000e-09,6.822715709e-16,1.599269670e-20,4.125892518e-16,1.647224291e+04,4.548530474e-07,-2.696983118e-16
5270,5.270000000e-09,6.805338710e-16,1.570183001e-20,4.125873243e-16,1.643028921e+04,4.536944807e-07,-2.679622485e-16
5280,5.280000000e-09,6.787865191e-16,1.543299334e-20,4.125876075e-16,1.638810248e+04,4.525294909e-07,-2.662143446e-16
5290,5.290000000e-09,6.771650918e-16,1.520151760e-20,4.125777713e-16,1.634895598e+04,4.514484624e-07,-2.646025220e-16
5300,5.300000000e-09,6.755371167e-16,1.521258548e-20,4.125813943e-16,1.630965140e+04,4.503631465e-07,-2.629709350e-16
5310,5.310000000e-09,6.738517038e-16,1.510208953e-20,4.125768462e-16,1.626896008e+04,4.492395020e-07,-2.612899597e-16
5320,5.320000000e-09,6.722099109e-16,1.486316528e-20,4.125780632e-16,1.622932188e+04,4.481448939e-07,-2.596467109e-16
5330,5.330000000e-09,6.706501378e-16,1.460893016e-20,4.125729241e-16,1.619166392e+04,4.471049619e-07,-2.580918227e-16
5340,5.340000000e-09,6.689942338e-16,1.447104554e-20,4.125689202e-16,1.615168504e+04,4.460009795e-07,-2.564397847e-16
5350,5.350000000e-09,6.674681537e-16,1.433630682e-20,4.125612035e-16,1.611484053e+04,4.449835468e-07,-2.549212865e-16
5360,5.360000000e-09,6.659153942e-16,1.407315150e-20,4.125788881e-16,1.607735189e+04,4.439482892e-07,-2.533505792e-16
5370,5.370000000e-09,6.641388393e-16,1.386992353e-20,4.125876765e-16,1.603446011e+04,4.427638494e-07,-2.515650328e-16
5380,5.380000000e-09,6.622520676e-16,1.350158509e-20,4.125857381e-16,1.598890733e+04,4.415058835e-07,-2.496798311e-16
5390,5.390000000e-09,6.603354371e-16,1.343811496e-20,4.125787142e-16,1.594263367e+04,4.402281031e-07,-2.477701610e-16
5400,5.400000000e-09,6.585607130e-16,1.316035640e-20,4.125739743e-16,1.589978609e+04,4.390448627e-07,-2.459998991e-16
5410,5.410000000e-09,6.568298652e-16,1.294315170e-20,4.125747248e-16,1.585799783e+04,4.378908915e-07,-2.442680836e-16
5420,5.420000000e-09,6.550319135e-16,1.279445771e-20,4.125818021e-16,1.581458946e+04,4.366922065e-07,-2.424629058e-16
5430,5.430000000e-09,6.530480576e-16,1.259203041e-20,4.125897154e-16,1.576669275e+04,4.353695690e-07,-2.404709341e-16
5440,5.440000000e-09,6.510401271e-16,1.245856596e-20,4.125875376e-16,1.571821482e+04,4.340309028e-07,-2.384650481e-16
5450,5.450000000e-09,6.491158730e-16,1.219259406e-20,4.125879382e-16,1.567175710e+04,4.327479798e-07,-2.365401274e-16
5460,5.460000000e-09,6.470582855e-16,1.203364818e-20,4.125933933e-16,1.562208028e+04,4.313761992e-07,-2.344769259e-16
5470,5.470000000e-09,6.451502621e-16,1.169102947e-20,4.125869977e-16,1.557601442e+04,4.301040719e-07,-2.325749554e-16
5480,5.480000000e-09,6.433671036e-16,1.140118562e-20,4.125795588e-16,1.553296321e+04,4.289152033e-07,-2.307989459e-16
5490,5.490000000e-09,6.416276577e-16,1.115617816e-20,4.125746491e-16,1.549096736e+04,4.277554921e-07,-2.290641647e-16
5500,5.500000000e-09,6.399183910e-16,1.094441394e-20,4.125784903e-16,1.544970013e+04,4.266159087e-07,-2.273508451e-16
5510,5.510000000e-09,6.381853499e-16,1.058476959e-20,4.125758523e-16,1.540785891e+04,4.254604293e-07,-2.256200824e-16
5520,5.520000000e-09,6.365354248e-16,1.038879811e-20,4.125810161e-16,1.536802438e+04,4.243604212e-07,-2.239647975e-16
5530,5.530000000e-09,6.348426867e-16,1.041554992e-20,4.125836816e-16,1.532715621e+04,4.232319281e-07,-2.222694207e-16
5540,5.540000000e-09,6.331577339e-16,1.018212854e-20,4.125868378e-16,1.528647600e+04,4.221085487e-07,-2.205810783e-16
5550,5.550000000e-09,6.315535118e-16,9.935430001e-21,4.125872737e-16,1.524774488e+04,4.210389885e-07,-2.189761735e-16
5560,5.560000000e-09,6.298935732e-16,9.800210005e-21,4.125977903e-16,1.520766860e+04,4.199323177e-07,-2.173055831e-16
5570,5.570000000e-09,6.281828543e-16,9.782429336e-21,4.126014994e-16,1.516636631e+04,4.187918303e-07,-2.155911373e-16
5580,5.580000000e-09,6.264006397e-16,9.748356022e-21,4.126027929e-16,1.512333788e+04,4.176036749e-07,-2.138075951e-16
5590,5.590000000e-09,6.246165734e-16,9.630217618e-21,4.125983893e-16,1.508026475e+04,4.164142564e-07,-2.120278143e-16
5600,5.600000000e-09,6.229975064e-16,9.419530621e-21,4.125900194e-16,1.504117524e+04,4.153348066e-07,-2.104169066e-16
5610,5.610000000e-09,6.214762631e-16,9.241171569e-21,4.125868156e-16,1.500444750e+04,4.143205811e-07,-2.088986886e-16
5620,5.620000000e-09,6.200823743e-16,9.002251001e-21,4.125811586e-16,1.497079452e+04,4.133912500e-07,-2.075102180e-16
5630,5.630000000e-09,6.188017671e-16,8.811744814e-21,4.125738708e-16,1.493987652e+04,4.125374491e-07,-2.062367081e-16
5640,5.640000000e-09,6.176536689e-16,8.748227867e-21,4.125748180e-16,1.491215771e+04,4.117720282e-07,-2.050875992e-16
5650,5.650000000e-09,6.165191276e-16,8.535148718e-21,4.125687061e-16,1.488476621e+04,4.110156074e-07,-2.039589567e-16
5660,5.660000000e-09,6.155041023e-16,8.528339443e-21,4.125738489e-16,1.486026022e+04,4.103389091e-07,-2.029387818e-16
5670,5.670000000e-09,6.145232294e-16,8.410043931e-21,4.125719204e-16,1.483657877e+04,4.096849568e-07,-2.019597190e-16
5680,5.680000000e-09,6.136543387e-16,8.670998325e-21,4.125629129e-16,1.481560094e+04,4.091057314e-07,-2.011000968e-16
5690,5.690000000e-09,6.129045526e-16,8.466378044e-21,4.125548183e-16,1.479749868e+04,4.086058583e-07,-2.003582007e-16
5700,5.700000000e-09,6.122033414e-16,8.465479520e-21,4.125540717e-16,1.478056917e+04,4.081383829e-07,-1.996577352e-16
5710,5.710000000e-09,6.115308105e-16,8.450692908e-21,4.125491387e-16,1.476433210e+04,4.076900203e-07,-1.989901225e-16
5720,5.720000000e-09,6.108838557e-16,8.386000183e-21,4.125529237e-16,1.474871252e+04,4.072586988e-07,-1.983393180e-16
5730,5.730000000e-09,6.102877243e-16,8.479458569e-21,4.125564739e-16,1.473431998e+04,4.068613076e-07,-1.977397299e-16
5740,5.740000000e-09,6.095631821e-16,8.417753905e-21,4.125495889e-16,1.471682719e+04,4.063782633e-07,-1.970220110e-16
5750,5.750000000e-09,6.089231657e-16,8.583904554e-21,4.125476956e-16,1.470137512e+04,4.059516371e-07,-1.963840540e-16
5760,5.760000000e-09,6.083887958e-16,8.543866882e-21,4.125440248e-16,1.468847370e+04,4.055953782e-07,-1.958533149e-16
5770,5.770000000e-09,6.079276327e-16,8.471512572e-21,4.125429917e-16,1.467733973e+04,4.052879130e-07,-1.953931125e-16
5780,5.780000000e-09,6.075873586e-16,8.442437556e-21,4.125363172e-16,1.466912441e+04,4.050610544e-07,-1.950594838e-16
5790,5.790000000e-09,6.074201029e-16,8.558950433e-21,4.125247741e-16,1.466508632e+04,4.049495873e-07,-1.949038878e-16
5800,5.800000000e-09,6.073827325e-16,8.592464988e-21,4.125266418e-16,1.466418408e+04,4.049246852e-07,-1.948646832e-16
5810,5.810000000e-09,6.073894647e-16,8.575349382e-21,4.125177285e-16,1.466434662e+04,4.049291665e-07,-1.948803116e-16
5820,5.820000000e-09,6.075386270e-16,8.473466568e-21,4.125048718e-16,1.466794787e+04,4.050285758e-07,-1.950422286e-16
5830,5.830000000e-09,6.077993661e-16,8.473666899e-21,4.125058250e-16,1.467424296e+04,4.052024015e-07,-1.953020147e-16
5840,5.840000000e-09,6.081861653e-16,8.556241700e-21,4.124962010e-16,1.468358155e+04,4.054602948e-07,-1.956985205e-16
5850,5.850000000e-09,6.086638957e-16,8.567097083e-21,4.124910605e-16,1.469511550e+04,4.057787876e-07,-1.961814023e-16
5860,5.860000000e-09,6.092212155e-16,8.609884548e-21,4.124882411e-16,1.470857100e+04,4.061503465e-07,-1.967415842e-16
5870,5.870000000e-09,6.098403303e-16,8.735813692e-21,4.124873408e-16,1.472351844e+04,4.065631315e-07,-1.973617254e-16
5880,5.880000000e-09,6.104751450e-16,8.841599559e-21,4.124853724e-16,1.473884492e+04,4.069863763e-07,-1.979986141e-16
5890,5.890000000e-09,6.110989903e-16,8.909818854e-21,4.124964562e-16,1.475390656e+04,4.074022975e-07,-1.986114440e-16
5900,5.900000000e-09,6.117128434e-16,9.093967160e-21,4.124898187e-16,1.476872696e+04,4.078115924e-07,-1.992321187e-16
5910,5.910000000e-09,6.124688281e-16,9.213268610e-21,4.124837369e-16,1.478697888e+04,4.083156215e-07,-1.999943045e-16
5920,5.920000000e-09,6.133342882e-16,9.300228628e-21,4.124758380e-16,1.480787389e+04,4.088926237e-07,-2.008677504e-16
5930,5.930000000e-09,6.142738525e-16,9.474440961e-21,4.124810374e-16,1.483055801e+04,4.095190583e-07,-2.018022896e-16
5940,5.940000000e-09,6.151552198e-16,9.523633928e-21,4.124866692e-16,1.485183707e+04,4.101066554e-07,-2.026780743e-16
5950,5.950000000e-09,6.159973424e-16,9.555671563e-21,4.124817500e-16,1.487216863e+04,4.106680794e-07,-2.035251481e-16
5960,5.960000000e-09,6.168285967e-16,9.630806776e-21,4.124779416e-16,1.489223780e+04,4.112222734e-07,-2.043602859e-16
5970,5.970000000e-09,6.177561056e-16,9.665810209e-21,4.124717928e-16,1.491463086e+04,4.118406238e-07,-2.052939787e-16
5980,5.980000000e-09,6.186179901e-16,9.719012888e-21,4.124791338e-16,1.493543954e+04,4.124152312e-07,-2.061485753e-16
5990,5.990000000e-09,6.195226706e-16,9.807090900e-21,4.124790095e-16,1.495728146e+04,4.130183806e-07,-2.070534682e-16
6000,6.000000000e-09,6.204582417e-16,9.884774349e-21,4.124754244e-16,1.497986917e+04,4.136421210e-07,-2.079927021e-16
6010,6.010000000e-09,6.213559157e-16,1.009681532e-20,4.124786356e-16,1.500154192e+04,4.142406410e-07,-2.088873769e-16
6020,6.020000000e-09,6.223657200e-16,1.036227711e-20,4.124669272e-16,1.502592187e+04,4.149139254e-07,-2.099091551e-16
6030,6.030000000e-09,6.234380350e-16,1.039742146e-20,4.124749037e-16,1.505181102e+04,4.156288193e-07,-2.109735287e-16
6040,6.040000000e-09,6.244443531e-16,1.030892197e-20,4.124816283e-16,1.507610679e+04,4.162996728e-07,-2.119730336e-16
6050,6.050000000e-09,6.253560692e-16,1.035001862e-20,4.124849030e-16,1.509811857e+04,4.169074965e-07,-2.128815162e-16
6060,6.060000000e-09,6.263428685e-16,1.038311330e-20,4.124729718e-16,1.512194310e+04,4.175653793e-07,-2.138802799e-16
6070,6.070000000e-09,6.274567782e-16,1.068924401e-20,4.124752698e-16,1.514883648e+04,4.183080799e-07,-2.149921977e-16
6080,6.080000000e-09,6.285808508e-16,1.091175367e-20,4.124713847e-16,1.517597523e+04,4.190575347e-07,-2.161203778e-16
6090,6.090000000e-09,6.297104231e-16,1.108558327e-20,4.124708907e-16,1.520324676e+04,4.198106417e-07,-2.172506180e-16
6100,6.100000000e-09,6.309495987e-16,1.126020730e-20,4.124651983e-16,1.523316447e+04,4.206368173e-07,-2.184956607e-16
6110,6.110000000e-09,6.322307061e-16,1.145702959e-20,4.124706365e-16,1.526409455e+04,4.214909572e-07,-2.197715266e-16
6120,6.120000000e-09,6.334525375e-16,1.169689248e-20,4.124723118e-16,1.529359351e+04,4.223055867e-07,-2.209919226e-16
6130,6.130000000e-09,6.346740824e-16,1.170662422e-20,4.124675779e-16,1.532308555e+04,4.231199578e-07,-2.222182111e-16
6140,6.140000000e-09,6.358192383e-16,1.177453139e-20,4.124730497e-16,1.535073332e+04,4.238834152e-07,-2.233579631e-16
6150,6.150000000e-09,6.368919521e-16,1.185650236e-20,4.124746204e-16,1.537663210e+04,4.245985841e-07,-2.244291882e-16
6160,6.160000000e-09,6.379416388e-16,1.191793022e-20,4.124784047e-16,1.540197494e+04,4.252983960e-07,-2.254751521e-16
6170,6.170000000e-09,6.390100464e-16,1.199473232e-20,4.124862048e-16,1.542776975e+04,4.260106936e-07,-2.265358363e-16
6180,6.180000000e-09,6.400069617e-16,1.209991007e-20,4.124838254e-16,1.545183851e+04,4.266753387e-07,-2.275352362e-16
6190,6.190000000e-09,6.409516656e-16,1.215911225e-20,4.124871338e-16,1.547464672e+04,4.273051619e-07,-2.284766909e-16
6200,6.200000000e-09,6.419457410e-16,1.227963694e-20,4.124872818e-16,1.549864692e+04,4.279679178e-07,-2.294707388e-16
6210,6.210000000e-09,6.429487923e-16,1.223809056e-20,4.124980625e-16,1.552286382e+04,4.286366057e-07,-2.304629679e-16
6220,6.220000000e-09,6.439325875e-16,1.236396836e-20,4.124964598e-16,1.554661582e+04,4.292925071e-07,-2.314484917e-16
6230,6.230000000e-09,6.449752046e-16,1.231785233e-20,4.124890620e-16,1.557178797e+04,4.299875744e-07,-2.324984605e-16
