step,time_s,KE_J,PE_J,Etot_J,T_kin_K,P_Pa,Uext_J
2070,2.070000000e-09,4.128993901e-16,-5.628204421e-22,4.127881816e-16,9.968727030e+03,2.752660731e-07,-1.106457676e-19
2080,2.080000000e-09,4.129050886e-16,-5.850956744e-22,4.127880089e-16,9.968864608e+03,2.752698640e-07,-1.164945453e-19
2090,2.090000000e-09,4.129077528e-16,-5.250516949e-22,4.127882691e-16,9.968928932e+03,2.752716592e-07,-1.189586725e-19
2100,2.100000000e-09,4.129062822e-16,-5.894653698e-22,4.127882494e-16,9.968893425e+03,2.752706599e-07,-1.174432515e-19
2110,2.110000000e-09,4.129114769e-16,-5.623581510e-22,4.127879033e-16,9.969018843e+03,2.752741286e-07,-1.230111843e-19
2120,2.120000000e-09,4.129171017e-16,-6.031267956e-22,4.127884400e-16,9.969154644e+03,2.752778663e-07,-1.280585884e-19
2130,2.130000000e-09,4.129159478e-16,-5.363194328e-22,4.127885568e-16,9.969126786e+03,2.752771179e-07,-1.268547584e-19
2140,2.140000000e-09,4.129177860e-16,-6.049311710e-22,4.127881799e-16,9.969171165e+03,2.752783211e-07,-1.290012029e-19
2150,2.150000000e-09,4.129248109e-16,-7.477469961e-22,4.127882555e-16,9.969340770e+03,2.752829579e-07,-1.358076852e-19
2160,2.160000000e-09,4.129275545e-16,-7.112521765e-22,4.127885938e-16,9.969407009e+03,2.752848000e-07,-1.382494258e-19
2170,2.170000000e-09,4.129264958e-16,-5.337139128e-22,4.127884320e-16,9.969381449e+03,2.752841515e-07,-1.375301019e-19
2180,2.180000000e-09,4.129313453e-16,-4.919918877e-22,4.127880965e-16,9.969498532e+03,2.752873980e-07,-1.427569023e-19
2190,2.190000000e-09,4.129365809e-16,-4.723424447e-22,4.127883316e-16,9.969624934e+03,2.752908946e-07,-1.477769270e-19
2200,2.200000000e-09,4.129381480e-16,-4.341066120e-22,4.127884943e-16,9.969662769e+03,2.752919522e-07,-1.492195805e-19
2210,2.210000000e-09,4.129392005e-16,-4.161108011e-22,4.127885273e-16,9.969688180e+03,2.752926601e-07,-1.502570492e-19
2220,2.220000000e-09,4.129449204e-16,-4.296269775e-22,4.127881416e-16,9.969826278e+03,2.752964689e-07,-1.563491854e-19
2230,2.230000000e-09,4.129512730e-16,-4.175072273e-22,4.127884096e-16,9.969979649e+03,2.753007081e-07,-1.624458517e-19
2240,2.240000000e-09,4.129487533e-16,-4.420947290e-22,4.127885651e-16,9.969918816e+03,2.752990211e-07,-1.597461069e-19
2250,2.250000000e-09,4.129529771e-16,-5.347622939e-22,4.127880946e-16,9.970020792e+03,2.753018210e-07,-1.643477600e-19
2260,2.260000000e-09,4.129607730e-16,-5.292482181e-22,4.127884635e-16,9.970209012e+03,2.753070097e-07,-1.717803036e-19
2270,2.270000000e-09,4.129614398e-16,-4.962637301e-22,4.127886155e-16,9.970225110e+03,2.753074608e-07,-1.723280089e-19
2280,2.280000000e-09,4.129625832e-16,-5.353651766e-22,4.127883294e-16,9.970252714e+03,2.753082102e-07,-1.737184476e-19
2290,2.290000000e-09,4.129688105e-16,-5.270460123e-22,4.127884774e-16,9.970403062e+03,2.753123635e-07,-1.798061335e-19
2300,2.300000000e-09,4.129732720e-16,-4.605124768e-22,4.127885918e-16,9.970510776e+03,2.753153597e-07,-1.842196295e-19
2310,2.310000000e-09,4.129746014e-16,-3.998162373e-22,4.127889126e-16,9.970542872e+03,2.753162669e-07,-1.852889104e-19
2320,2.320000000e-09,4.129761404e-16,-3.448435566e-22,4.127885214e-16,9.970580029e+03,2.753173103e-07,-1.872741830e-19
2330,2.330000000e-09,4.129837799e-16,-2.361276082e-22,4.127883533e-16,9.970764471e+03,2.753224376e-07,-1.951904137e-19
2340,2.340000000e-09,4.129864816e-16,-1.769468223e-22,4.127887429e-16,9.970829698e+03,2.753242573e-07,-1.975617005e-19
2350,2.350000000e-09,4.129863667e-16,-2.387559372e-22,4.127885969e-16,9.970826924e+03,2.753241628e-07,-1.975309724e-19
2360,2.360000000e-09,4.129914325e-16,-2.078383411e-22,4.127881594e-16,9.970949231e+03,2.753275494e-07,-2.030653270e-19
2370,2.370000000e-09,4.129977909e-16,-1.649995616e-22,4.127883975e-16,9.971102743e+03,2.753318012e-07,-2.092284226e-19
2380,2.380000000e-09,4.129970127e-16,-1.663307875e-22,4.127886060e-16,9.971083954e+03,2.753312836e-07,-2.082403432e-19
2390,2.390000000e-09,4.129987076e-16,-2.158867700e-22,4.127881105e-16,9.971124873e+03,2.753323979e-07,-2.103811972e-19
2400,2.400000000e-09,4.130042407e-16,-2.615354310e-22,4.127878749e-16,9.971258461e+03,2.753360714e-07,-2.161042864e-19
2410,2.410000000e-09,4.130081449e-16,-2.630095074e-22,4.127883711e-16,9.971352722e+03,2.753386693e-07,-2.195107576e-19
2420,2.420000000e-09,4.130063268e-16,-2.137537918e-22,4.127883695e-16,9.971308826e+03,2.753374779e-07,-2.177435240e-19
2430,2.430000000e-09,4.130102436e-16,-2.150189994e-22,4.127880330e-16,9.971403391e+03,2.753400884e-07,-2.219956003e-19
2440,2.440000000e-09,4.130160941e-16,-2.456130949e-22,4.127883888e-16,9.971544641e+03,2.753439783e-07,-2.274596987e-19
2450,2.450000000e-09,4.130166086e-16,-2.101201508e-22,4.127884991e-16,9.971557063e+03,2.753443332e-07,-2.278993845e-19
2460,2.460000000e-09,4.130161512e-16,-2.073561933e-22,4.127882432e-16,9.971546020e+03,2.753440287e-07,-2.277007073e-19
2470,2.470000000e-09,4.130218131e-16,-2.669674634e-22,4.127881347e-16,9.971682715e+03,2.753477829e-07,-2.334113547e-19
2480,2.480000000e-09,4.130263776e-16,-2.312660198e-22,4.127881735e-16,9.971792917e+03,2.753508369e-07,-2.379727568e-19
2490,2.490000000e-09,4.130249408e-16,-1.532417220e-22,4.127883702e-16,9.971758229e+03,2.753499036e-07,-2.364173805e-19
2500,2.500000000e-09,4.130264172e-16,-1.751970289e-22,4.127879822e-16,9.971793875e+03,2.753508794e-07,-2.382598374e-19
2510,2.510000000e-09,4.130352799e-16,-1.756631061e-22,4.127880237e-16,9.972007847e+03,2.753567869e-07,-2.470804902e-19
2520,2.520000000e-09,4.130352142e-16,-8.948856930e-23,4.127882032e-16,9.972006262e+03,2.753567685e-07,-2.469215463e-19
2530,2.530000000e-09,4.130355622e-16,-9.364562577e-23,4.127881641e-16,9.972014664e+03,2.753570050e-07,-2.473044437e-19
2540,2.540000000e-09,4.130408221e-16,-2.407554814e-23,4.127879653e-16,9.972141656e+03,2.753605263e-07,-2.528327800e-19
2550,2.550000000e-09,4.130461999e-16,2.514468130e-24,4.127882006e-16,9.972271493e+03,2.753641208e-07,-2.580018101e-19
2560,2.560000000e-09,4.130457776e-16,1.307963964e-23,4.127883633e-16,9.972261297e+03,2.753638446e-07,-2.574274527e-19
2570,2.570000000e-09,4.130469013e-16,2.748864478e-23,4.127879990e-16,9.972288426e+03,2.753646005e-07,-2.589298096e-19
2580,2.580000000e-09,4.130545288e-16,1.274186967e-23,4.127878376e-16,9.972472578e+03,2.753696829e-07,-2.667038931e-19
2590,2.590000000e-09,4.130572169e-16,6.573999653e-23,4.127882648e-16,9.972537478e+03,2.753714942e-07,-2.690178550e-19
2600,2.600000000e-09,4.130564595e-16,8.945354895e-23,4.127881433e-16,9.972519193e+03,2.753709990e-07,-2.684057248e-19
2610,2.610000000e-09,4.130603276e-16,1.026576801e-22,4.127875921e-16,9.972612580e+03,2.753735819e-07,-2.728381588e-19
2620,2.620000000e-09,4.130680982e-16,9.071015202e-23,4.127881275e-16,9.972800189e+03,2.753787593e-07,-2.800614817e-19
2630,2.630000000e-09,4.130673680e-16,1.770553372e-22,4.127881040e-16,9.972782559e+03,2.753783010e-07,-2.794410778e-19
2640,2.640000000e-09,4.130688615e-16,1.909671166e-22,4.127877479e-16,9.972818618e+03,2.753793016e-07,-2.813046471e-19
2650,2.650000000e-09,4.130750200e-16,1.286197630e-22,4.127879249e-16,9.972967303e+03,2.753833873e-07,-2.872237917e-19
2660,2.660000000e-09,4.130799730e-16,9.789276420e-23,4.127881855e-16,9.973086884e+03,2.753866797e-07,-2.918853828e-19
2670,2.670000000e-09,4.130782242e-16,1.614947270e-22,4.127883480e-16,9.973044663e+03,2.753855345e-07,-2.900376929e-19
2680,2.680000000e-09,4.130815274e-16,9.278744427e-23,4.127876945e-16,9.973124412e+03,2.753877142e-07,-2.939256766e-19
2690,2.690000000e-09,4.130897817e-16,1.674754428e-23,4.127880769e-16,9.973323697e+03,2.753931921e-07,-3.017214898e-19
2700,2.700000000e-09,4.130899239e-16,-1.201537158e-23,4.127882763e-16,9.973327130e+03,2.753932776e-07,-3.016355269e-19
2710,2.710000000e-09,4.130911200e-16,7.132261930e-24,4.127881180e-16,9.973356008e+03,2.753940813e-07,-3.030091158e-19
2720,2.720000000e-09,4.130960398e-16,-1.266309738e-23,4.127879193e-16,9.973474789e+03,2.753973544e-07,-3.081078280e-19
2730,2.730000000e-09,4.131018717e-16,-1.016742076e-22,4.127880983e-16,9.973615591e+03,2.754012131e-07,-3.136717774e-19
2740,2.740000000e-09,4.131015864e-16,-1.504344560e-22,4.127884390e-16,9.973608700e+03,2.754010074e-07,-3.129969691e-19
2750,2.750000000e-09,4.131030321e-16,-1.278202723e-22,4.127879185e-16,9.973643605e+03,2.754019788e-07,-3.149858133e-19
2760,2.760000000e-09,4.131112982e-16,-1.119803888e-22,4.127878886e-16,9.973843175e+03,2.754074940e-07,-3.232975931e-19
2770,2.770000000e-09,4.131125549e-16,-1.061656974e-22,4.127883943e-16,9.973873517e+03,2.754083337e-07,-3.240544996e-19
2780,2.780000000e-09,4.131125150e-16,-1.291747659e-22,4.127880338e-16,9.973872553e+03,2.754083012e-07,-3.243520066e-19
2790,2.790000000e-09,4.131173116e-16,-9.765611442e-23,4.127877324e-16,9.973988358e+03,2.754115076e-07,-3.294815626e-19
2800,2.800000000e-09,4.131234935e-16,-1.181085097e-22,4.127881157e-16,9.974137611e+03,2.754156220e-07,-3.352597804e-19
2810,2.810000000e-09,4.131238098e-16,-1.295576695e-22,4.127881603e-16,9.974145246e+03,2.754158295e-07,-3.355199744e-19
2820,2.820000000e-09,4.131246566e-16,-1.823095152e-22,4.127879064e-16,9.974165690e+03,2.754163780e-07,-3.365678272e-19
2830,2.830000000e-09,4.131332441e-16,-2.324905543e-22,4.127877444e-16,9.974373020e+03,2.754220850e-07,-3.452671557e-19
2840,2.840000000e-09,4.131356837e-16,-2.646874314e-22,4.127880351e-16,9.974431921e+03,2.754237008e-07,-3.473839579e-19
2850,2.850000000e-09,4.131354839e-16,-3.046050875e-22,4.127880847e-16,9.974427096e+03,2.754235550e-07,-3.470945166e-19
2860,2.860000000e-09,4.131394795e-16,-2.724084035e-22,4.127877077e-16,9.974523564e+03,2.754262274e-07,-3.514993864e-19
2870,2.870000000e-09,4.131467454e-16,-2.941570859e-22,4.127878692e-16,9.974698986e+03,2.754310646e-07,-3.585820957e-19
2880,2.880000000e-09,4.131479886e-16,-3.722725318e-22,4.127882030e-16,9.974729001e+03,2.754318679e-07,-3.594133109e-19
2890,2.890000000e-09,4.131475710e-16,-5.014740907e-22,4.127878008e-16,9.974718919e+03,2.754315481e-07,-3.592687108e-19
2900,2.900000000e-09,4.131556782e-16,-5.536053304e-22,4.127877260e-16,9.974914653e+03,2.754369354e-07,-3.673986758e-19
2910,2.910000000e-09,4.131600072e-16,-5.429546937e-22,4.127878923e-16,9.975019169e+03,2.754398237e-07,-3.715720190e-19
2920,2.920000000e-09,4.131597704e-16,-5.366414645e-22,4.127879891e-16,9.975013451e+03,2.754396674e-07,-3.712446596e-19
2930,2.930000000e-09,4.131625430e-16,-6.466874218e-22,4.127877382e-16,9.975080391e+03,2.754414820e-07,-3.741581228e-19
2940,2.940000000e-09,4.131705744e-16,-6.480724812e-22,4.127879036e-16,9.975274295e+03,2.754468335e-07,-3.820227292e-19
2950,2.950000000e-09,4.131691087e-16,-5.753026932e-22,4.127883104e-16,9.975238908e+03,2.754458798e-07,-3.802229610e-19
2960,2.960000000e-09,4.131691702e-16,-5.307335266e-22,4.127882511e-16,9.975240393e+03,2.754459350e-07,-3.803883240e-19
2970,2.970000000e-09,4.131720029e-16,-6.645625550e-22,4.127875929e-16,9.975308784e+03,2.754477815e-07,-3.837455070e-19
2980,2.980000000e-09,4.131778172e-16,-6.949127553e-22,4.127881096e-16,9.975449159e+03,2.754516455e-07,-3.890127064e-19
2990,2.990000000e-09,4.131751228e-16,-6.805312216e-22,4.127882954e-16,9.975384108e+03,2.754498538e-07,-3.861468388e-19
3000,3.000000000e-09,4.131772985e-16,-7.090570433e-22,4.127882268e-16,9.975436636e+03,2.754512940e-07,-3.883626572e-19
3010,3.010000000e-09,4.131813182e-16,-7.950724212e-22,4.127879814e-16,9.975533685e+03,2.754539454e-07,-3.925417409e-19
3020,3.020000000e-09,4.131854755e-16,-8.729451966e-22,4.127883395e-16,9.975634054e+03,2.754566921e-07,-3.962630036e-19
3030,3.030000000e-09,4.131805587e-16,-8.794138735e-22,4.127885143e-16,9.975515348e+03,2.754534120e-07,-3.911649771e-19
3040,3.040000000e-09,4.131862667e-16,-9.141223404e-22,4.127882855e-16,9.975653159e+03,2.754572065e-07,-3.970671174e-19
3050,3.050000000e-09,4.131909271e-16,-8.771243492e-22,4.127886746e-16,9.975765675e+03,2.754603248e-07,-4.013753889e-19
3060,3.060000000e-09,4.131892715e-16,-7.197283329e-22,4.127887572e-16,9.975725703e+03,2.754592659e-07,-3.997945326e-19
3070,3.070000000e-09,4.131892003e-16,-7.810340516e-22,4.127885390e-16,9.975723984e+03,2.754592058e-07,-3.998802751e-19
3080,3.080000000e-09,4.131949837e-16,-7.524262222e-22,4.127883432e-16,9.975863615e+03,2.754630690e-07,-4.058880623e-19
3090,3.090000000e-09,4.131981732e-16,-7.517369537e-22,4.127885315e-16,9.975940620e+03,2.754651974e-07,-4.088899619e-19
3100,3.100000000e-09,4.131943035e-16,-6.814543021e-22,4.127886929e-16,9.975847192e+03,2.754626399e-07,-4.049291589e-19
3110,3.110000000e-09,4.131957893e-16,-7.237227059e-22,4.127883110e-16,9.975883065e+03,2.754636180e-07,-4.067545651e-19
3120,3.120000000e-09,4.132021865e-16,-7.195398028e-22,4.127886439e-16,9.976037514e+03,2.754678839e-07,-4.128230707e-19
3130,3.130000000e-09,4.132002514e-16,-6.471304857e-22,4.127890133e-16,9.975990795e+03,2.754666180e-07,-4.105910438e-19
3140,3.140000000e-09,4.131977528e-16,-5.837876631e-22,4.127886110e-16,9.975930470e+03,2.754649731e-07,-4.085580623e-19
3150,3.150000000e-09,4.132031557e-16,-6.479705244e-22,4.127885518e-16,9.976060913e+03,2.754685566e-07,-4.139559002e-19
3160,3.160000000e-09,4.132048601e-16,-5.454247710e-22,4.127889683e-16,9.976102063e+03,2.754697229e-07,-4.153463262e-19
3170,3.170000000e-09,4.132036602e-16,-4.841087703e-22,4.127889276e-16,9.976073093e+03,2.754689438e-07,-4.142484937e-19
3180,3.180000000e-09,4.132038061e-16,-5.202705511e-22,4.127886051e-16,9.976076616e+03,2.754690302e-07,-4.146807411e-19
3190,3.190000000e-09,4.132081944e-16,-4.928597012e-22,4.127887192e-16,9.976182564e+03,2.754719642e-07,-4.189823458e-19
3200,3.200000000e-09,4.132095010e-16,-4.538976158e-22,4.127888926e-16,9.976214109e+03,2.754728487e-07,-4.201545435e-19
3210,3.210000000e-09,4.132068350e-16,-4.214412007e-22,4.127891606e-16,9.976149743e+03,2.754710830e-07,-4.172529921e-19
3220,3.220000000e-09,4.132094088e-16,-3.719169146e-22,4.127885611e-16,9.976211884e+03,2.754728142e-07,-4.204757930e-19
3230,3.230000000e-09,4.132147447e-16,-3.154019235e-22,4.127887205e-16,9.976340710e+03,2.754763896e-07,-4.257088144e-19
3240,3.240000000e-09,4.132120007e-16,-2.809351153e-22,4.127892766e-16,9.976274461e+03,2.754745726e-07,-4.224432327e-19
3250,3.250000000e-09,4.132100326e-16,-2.561331923e-22,4.127887018e-16,9.976226943e+03,2.754732681e-07,-4.210746734e-19
3260,3.260000000e-09,4.132174318e-16,-2.982832920e-22,4.127886130e-16,9.976405584e+03,2.754781881e-07,-4.285205630e-19
3270,3.270000000e-09,4.132176641e-16,-2.456387825e-22,4.127891845e-16,9.976411193e+03,2.754783609e-07,-4.282339480e-19
3280,3.280000000e-09,4.132131599e-16,-1.408259556e-22,4.127890999e-16,9.976302448e+03,2.754753919e-07,-4.239192409e-19
3290,3.290000000e-09,4.132176236e-16,-1.919279135e-22,4.127887460e-16,9.976410214e+03,2.754783494e-07,-4.286856427e-19
3300,3.300000000e-09,4.132224130e-16,-3.266731555e-22,4.127890942e-16,9.976525846e+03,2.754814998e-07,-4.329920766e-19
3310,3.310000000e-09,4.132193958e-16,-2.970476791e-22,4.127891462e-16,9.976453001e+03,2.754794980e-07,-4.299525471e-19
3320,3.320000000e-09,4.132181374e-16,-2.472052309e-22,4.127888481e-16,9.976422619e+03,2.754786710e-07,-4.290420882e-19
3330,3.330000000e-09,4.132243391e-16,-4.253285067e-22,4.127886787e-16,9.976572348e+03,2.754827516e-07,-4.352350358e-19
3340,3.340000000e-09,4.132257843e-16,-3.951750666e-22,4.127890641e-16,9.976607240e+03,2.754837181e-07,-4.363250088e-19
3350,3.350000000e-09,4.132218707e-16,-4.212320495e-22,4.127889423e-16,9.976512753e+03,2.754811061e-07,-4.325071630e-19
3360,3.360000000e-09,4.132249402e-16,-4.448415707e-22,4.127885816e-16,9.976586861e+03,2.754831449e-07,-4.359137620e-19
3370,3.370000000e-09,4.132294878e-16,-5.143681485e-22,4.127889097e-16,9.976696655e+03,2.754861543e-07,-4.400637615e-19
3380,3.380000000e-09,4.132272902e-16,-4.803626175e-22,4.127891946e-16,9.976643598e+03,2.754847000e-07,-4.376152396e-19
3390,3.390000000e-09,4.132268817e-16,-4.725318862e-22,4.127890688e-16,9.976633736e+03,2.754844302e-07,-4.373404151e-19
3400,3.400000000e-09,4.132310011e-16,-5.461575312e-22,4.127888430e-16,9.976733191e+03,2.754871524e-07,-4.416119197e-19
3410,3.410000000e-09,4.132334424e-16,-5.950932919e-22,4.127892129e-16,9.976792132e+03,2.754887638e-07,-4.436343935e-19
3420,3.420000000e-09,4.132304916e-16,-5.869544383e-22,4.127892110e-16,9.976720890e+03,2.754867998e-07,-4.406936367e-19
3430,3.430000000e-09,4.132316712e-16,-6.056241848e-22,4.127888754e-16,9.976749370e+03,2.754875802e-07,-4.421901732e-19
3440,3.440000000e-09,4.132375794e-16,-6.675263562e-22,4.127889261e-16,9.976892013e+03,2.754915026e-07,-4.479857795e-19
3450,3.450000000e-09,4.132359476e-16,-5.634816519e-22,4.127893653e-16,9.976852616e+03,2.754904462e-07,-4.460188508e-19
3460,3.460000000e-09,4.132342234e-16,-6.347782379e-22,4.127891233e-16,9.976810988e+03,2.754893170e-07,-4.444653496e-19
3470,3.470000000e-09,4.132387861e-16,-6.559510610e-22,4.127889743e-16,9.976921147e+03,2.754923098e-07,-4.491559203e-19
3480,3.480000000e-09,4.132408054e-16,-5.820364420e-22,4.127891168e-16,9.976969899e+03,2.754936774e-07,-4.511066088e-19
3490,3.490000000e-09,4.132392419e-16,-4.970654071e-22,4.127891077e-16,9.976932151e+03,2.754926623e-07,-4.496371413e-19
3500,3.500000000e-09,4.132402384e-16,-5.734968748e-22,4.127888995e-16,9.976956210e+03,2.754933015e-07,-4.507654798e-19
3510,3.510000000e-09,4.132431427e-16,-5.568607156e-22,4.127887286e-16,9.977026329e+03,2.754952430e-07,-4.538572622e-19
3520,3.520000000e-09,4.132454375e-16,-4.547973054e-22,4.127889733e-16,9.977081731e+03,2.754968060e-07,-4.560093325e-19
3530,3.530000000e-09,4.132437958e-16,-5.263148519e-22,4.127890517e-16,9.977042096e+03,2.754956884e-07,-4.542177483e-19
3540,3.540000000e-09,4.132445098e-16,-5.770908741e-22,4.127888286e-16,9.977059334e+03,2.754961476e-07,-4.551040605e-19
3550,3.550000000e-09,4.132488908e-16,-5.420780805e-22,4.127889512e-16,9.977165107e+03,2.754990805e-07,-4.593975294e-19
3560,3.560000000e-09,4.132500504e-16,-4.806429323e-22,4.127891367e-16,9.977193104e+03,2.754998726e-07,-4.604330512e-19
3570,3.570000000e-09,4.132468265e-16,-5.746365527e-22,4.127890470e-16,9.977115268e+03,2.754976932e-07,-4.572049436e-19
3580,3.580000000e-09,4.132503491e-16,-5.687928157e-22,4.127887384e-16,9.977200315e+03,2.755000430e-07,-4.610419621e-19
3590,3.590000000e-09,4.132547743e-16,-5.047011790e-22,4.127888958e-16,9.977307152e+03,2.755030143e-07,-4.653738010e-19
3600,3.600000000e-09,4.132521126e-16,-4.758190967e-22,4.127892321e-16,9.977242890e+03,2.755012490e-07,-4.624046087e-19
3610,3.610000000e-09,4.132512807e-16,-5.290132166e-22,4.127887023e-16,9.977222805e+03,2.755006776e-07,-4.620493375e-19
3620,3.620000000e-09,4.132580030e-16,-5.188307632e-22,4.127885243e-16,9.977385105e+03,2.755051634e-07,-4.689599444e-19
3630,3.630000000e-09,4.132578909e-16,-4.230437320e-22,4.127891993e-16,9.977382398e+03,2.755051191e-07,-4.682685287e-19
3640,3.640000000e-09,4.132543610e-16,-4.715928407e-22,4.127888474e-16,9.977297175e+03,2.755027517e-07,-4.650419740e-19
3650,3.650000000e-09,4.132597845e-16,-5.095449084e-22,4.127885815e-16,9.977428116e+03,2.755063532e-07,-4.706935382e-19
3660,3.660000000e-09,4.132628302e-16,-4.883050861e-22,4.127887097e-16,9.977501649e+03,2.755083909e-07,-4.736322069e-19
3670,3.670000000e-09,4.132601758e-16,-5.012880553e-22,4.127888688e-16,9.977437563e+03,2.755066166e-07,-4.708057588e-19
3680,3.680000000e-09,4.132607963e-16,-5.460877713e-22,4.127887286e-16,9.977452543e+03,2.755070154e-07,-4.715215421e-19
3690,3.690000000e-09,4.132649836e-16,-5.958246490e-22,4.127885556e-16,9.977553638e+03,2.755097905e-07,-4.758321423e-19
3700,3.700000000e-09,4.132681212e-16,-5.399676022e-22,4.127887449e-16,9.977629390e+03,2.755119009e-07,-4.788362799e-19
3710,3.710000000e-09,4.132635812e-16,-4.971531430e-22,4.127889815e-16,9.977519779e+03,2.755088879e-07,-4.741024843e-19
3720,3.720000000e-09,4.132664526e-16,-5.622356940e-22,4.127884404e-16,9.977589104e+03,2.755107804e-07,-4.774499390e-19
3730,3.730000000e-09,4.132721910e-16,-5.864517672e-22,4.127887440e-16,9.977727650e+03,2.755145980e-07,-4.828606176e-19
3740,3.740000000e-09,4.132696019e-16,-5.409566516e-22,4.127889430e-16,9.977665139e+03,2.755128867e-07,-4.801178685e-19
3750,3.750000000e-09,4.132691959e-16,-6.007954730e-22,4.127883137e-16,9.977655338e+03,2.755125969e-07,-4.802813827e-19
3760,3.760000000e-09,4.132727556e-16,-6.481049764e-22,4.127882624e-16,9.977741280e+03,2.755149540e-07,-4.838451046e-19
3770,3.770000000e-09,4.132758737e-16,-6.356145131e-22,4.127883502e-16,9.977816560e+03,2.755170375e-07,-4.868878413e-19
3780,3.780000000e-09,4.132739376e-16,-6.525986001e-22,4.127886955e-16,9.977769818e+03,2.755157424e-07,-4.845895611e-19
3790,3.790000000e-09,4.132740747e-16,-7.406846327e-22,4.127880566e-16,9.977773127e+03,2.755158129e-07,-4.852774760e-19
3800,3.800000000e-09,4.132802634e-16,-6.794106385e-22,4.127879949e-16,9.977922543e+03,2.755199493e-07,-4.915890805e-19
3810,3.810000000e-09,4.132796755e-16,-5.882691090e-22,4.127885569e-16,9.977908349e+03,2.755195853e-07,-4.905303689e-19
3820,3.820000000e-09,4.132775929e-16,-4.525140887e-22,4.127882724e-16,9.977858067e+03,2.755181780e-07,-4.888679933e-19
3830,3.830000000e-09,4.132817295e-16,-5.611157879e-22,4.127879389e-16,9.977957938e+03,2.755209629e-07,-4.932295145e-19
3840,3.840000000e-09,4.132853998e-16,-5.397152500e-22,4.127880666e-16,9.978046552e+03,2.755234195e-07,-4.967935288e-19
3850,3.850000000e-09,4.132824983e-16,-4.803005705e-22,4.127882688e-16,9.977976499e+03,2.755215045e-07,-4.937491908e-19
3860,3.860000000e-09,4.132830905e-16,-3.887936557e-22,4.127880186e-16,9.977990798e+03,2.755219152e-07,-4.946831460e-19
3870,3.870000000e-09,4.132879660e-16,-5.232653638e-22,4.127879099e-16,9.978108507e+03,2.755251346e-07,-4.995327536e-19
3880,3.880000000e-09,4.132893257e-16,-4.960948714e-22,4.127882298e-16,9.978141335e+03,2.755260507e-07,-5.005997837e-19
3890,3.890000000e-09,4.132863491e-16,-4.439353517e-22,4.127881966e-16,9.978069472e+03,2.755240835e-07,-4.977085902e-19
3900,3.900000000e-09,4.132885057e-16,-4.939753141e-22,4.127877974e-16,9.978121538e+03,2.755254929e-07,-5.002143433e-19
3910,3.910000000e-09,4.132949445e-16,-5.987045380e-22,4.127879270e-16,9.978276991e+03,2.755297630e-07,-5.064187737e-19
3920,3.920000000e-09,4.132916038e-16,-4.628140242e-22,4.127880420e-16,9.978196335e+03,2.755275803e-07,-5.030989989e-19
3930,3.930000000e-09,4.132907167e-16,-4.759796818e-22,4.127875433e-16,9.978174918e+03,2.755269847e-07,-5.026973695e-19
3940,3.940000000e-09,4.132959934e-16,-3.842937344e-22,4.127878834e-16,9.978302315e+03,2.755304792e-07,-5.077256727e-19
3950,3.950000000e-09,4.132981409e-16,-5.262047108e-22,4.127879384e-16,9.978354163e+03,2.755319182e-07,-5.096763268e-19
3960,3.960000000e-09,4.132952183e-16,-5.283020787e-22,4.127879729e-16,9.978283603e+03,2.755299730e-07,-5.067171704e-19
3970,3.970000000e-09,4.132973095e-16,-4.928758881e-22,4.127876248e-16,9.978334089e+03,2.755313752e-07,-5.091917371e-19
3980,3.980000000e-09,4.133013975e-16,-5.453688409e-22,4.127878162e-16,9.978432788e+03,2.755340843e-07,-5.130359731e-19
3990,3.990000000e-09,4.133027527e-16,-4.738751581e-22,4.127885245e-16,9.978465507e+03,2.755350123e-07,-5.137543258e-19
4000,4.000000000e-09,4.132985628e-16,-3.592003976e-22,4.127879770e-16,9.978364348e+03,2.755322528e-07,-5.102265556e-19
4010,4.010000000e-09,4.133026275e-16,-3.832274274e-22,4.127881426e-16,9.978462484e+03,2.755349550e-07,-5.141016890e-19
4020,4.020000000e-09,4.133051187e-16,-4.123372327e-22,4.127881781e-16,9.978522630e+03,2.755366079e-07,-5.165282898e-19
4030,4.030000000e-09,4.133024032e-16,-3.913174043e-22,4.127886822e-16,9.978457069e+03,2.755348041e-07,-5.133296631e-19
4040,4.040000000e-09,4.133005506e-16,-4.097086913e-22,4.127882591e-16,9.978412342e+03,2.755335622e-07,-5.118817723e-19
4050,4.050000000e-09,4.133071613e-16,-4.456992443e-22,4.127883686e-16,9.978571944e+03,2.755379574e-07,-5.183469131e-19
4060,4.060000000e-09,4.133045972e-16,-5.103560072e-22,4.127887973e-16,9.978510040e+03,2.755362287e-07,-5.152896269e-19
4070,4.070000000e-09,4.133023385e-16,-4.901970638e-22,4.127884946e-16,9.978455505e+03,2.755347278e-07,-5.133536144e-19
4080,4.080000000e-09,4.133043667e-16,-5.378726139e-22,4.127886171e-16,9.978504474e+03,2.755360638e-07,-5.152117618e-19
4090,4.090000000e-09,4.133071423e-16,-5.664960849e-22,4.127885100e-16,9.978571486e+03,2.755379048e-07,-5.180658289e-19
4100,4.100000000e-09,4.133044217e-16,-5.613064631e-22,4.127890687e-16,9.978505803e+03,2.755360927e-07,-5.147916873e-19
4110,4.110000000e-09,4.133009218e-16,-5.598128760e-22,4.127885285e-16,9.978421304e+03,2.755337594e-07,-5.118335606e-19
