step,time_s,KE_J,PE_J,Etot_J,T_kin_K,P_Pa,Uext_J
780,7.800000000e-10,4.127729332e-16,-1.001491321e-21,4.127890321e-16,9.965673951e+03,2.751816245e-07,1.710034452e-20
790,7.900000000e-10,4.127762155e-16,-9.151711321e-22,4.127889033e-16,9.965753195e+03,2.751838394e-07,1.360300594e-20
800,8.000000000e-10,4.127782674e-16,-8.870256640e-22,4.127891639e-16,9.965802734e+03,2.751852170e-07,1.178355934e-20
810,8.100000000e-10,4.127736298e-16,-9.304494828e-22,4.127890670e-16,9.965690768e+03,2.751821161e-07,1.636766835e-20
820,8.200000000e-10,4.127765127e-16,-7.532659131e-22,4.127888088e-16,9.965760372e+03,2.751840905e-07,1.304928121e-20
830,8.300000000e-10,4.127805260e-16,-7.147407876e-22,4.127889697e-16,9.965857266e+03,2.751867790e-07,9.158423485e-21
840,8.400000000e-10,4.127777373e-16,-7.401377228e-22,4.127889722e-16,9.965789936e+03,2.751849113e-07,1.197509183e-20
850,8.500000000e-10,4.127761391e-16,-7.702774820e-22,4.127887403e-16,9.965751350e+03,2.751838363e-07,1.337151298e-20
860,8.600000000e-10,4.127818237e-16,-8.038172018e-22,4.127886276e-16,9.965888595e+03,2.751876171e-07,7.607679713e-21
870,8.700000000e-10,4.127812331e-16,-7.311418331e-22,4.127888459e-16,9.965874337e+03,2.751872454e-07,8.343929722e-21
880,8.800000000e-10,4.127797086e-16,-7.205392292e-22,4.127888561e-16,9.965837529e+03,2.751862336e-07,9.868035293e-21
890,8.900000000e-10,4.127810435e-16,-6.511732629e-22,4.127886271e-16,9.965869760e+03,2.751871454e-07,8.234728605e-21
900,9.000000000e-10,4.127844098e-16,-6.196075482e-22,4.127888385e-16,9.965951032e+03,2.751893995e-07,5.048269189e-21
910,9.100000000e-10,4.127844885e-16,-5.848173066e-22,4.127890682e-16,9.965952933e+03,2.751894622e-07,5.164512454e-21
920,9.200000000e-10,4.127820076e-16,-6.011300325e-22,4.127888442e-16,9.965893036e+03,2.751878043e-07,7.437706634e-21
930,9.300000000e-10,4.127851744e-16,-6.022400522e-22,4.127885707e-16,9.965969492e+03,2.751899150e-07,3.998584345e-21
940,9.400000000e-10,4.127893306e-16,-5.918649199e-22,4.127889346e-16,9.966069837e+03,2.751926876e-07,1.958952592e-22
950,9.500000000e-10,4.127848319e-16,-7.011368677e-22,4.127886532e-16,9.965961223e+03,2.751896543e-07,4.522441460e-21
960,9.600000000e-10,4.127870089e-16,-7.540539088e-22,4.127885016e-16,9.966013782e+03,2.751910882e-07,2.246776395e-21
970,9.700000000e-10,4.127907343e-16,-7.828742805e-22,4.127883437e-16,9.966103725e+03,2.751935621e-07,-1.607662385e-21
980,9.800000000e-10,4.127906893e-16,-7.846858688e-22,4.127888830e-16,9.966102640e+03,2.751935316e-07,-1.021618631e-21
990,9.900000000e-10,4.127874470e-16,-8.028944492e-22,4.127887498e-16,9.966024360e+03,2.751913642e-07,2.105708457e-21
1000,1.000000000e-09,4.127900503e-16,-8.195746039e-22,4.127882413e-16,9.966087212e+03,2.751930940e-07,-9.893835835e-22
1010,1.010000000e-09,4.127936404e-16,-7.976824638e-22,4.127884998e-16,9.966173890e+03,2.751954944e-07,-4.342956425e-21
1020,1.020000000e-09,4.127905138e-16,-7.866080887e-22,4.127884441e-16,9.966098402e+03,2.751934140e-07,-1.283113047e-21
1030,1.030000000e-09,4.127891921e-16,-8.145825119e-22,4.127882421e-16,9.966066493e+03,2.751925235e-07,-1.354534628e-22
1040,1.040000000e-09,4.127946141e-16,-8.461586261e-22,4.127881283e-16,9.966197396e+03,2.751961277e-07,-5.639602050e-21
1050,1.050000000e-09,4.127940241e-16,-8.187643149e-22,4.127884810e-16,9.966183153e+03,2.751957437e-07,-4.724320936e-21
1060,1.060000000e-09,4.127916415e-16,-7.854444187e-22,4.127883983e-16,9.966125629e+03,2.751941653e-07,-2.457733171e-21
1070,1.070000000e-09,4.127928350e-16,-7.944821014e-22,4.127882200e-16,9.966154444e+03,2.751949585e-07,-3.820554274e-21
1080,1.080000000e-09,4.127978480e-16,-8.523277956e-22,4.127884763e-16,9.966275475e+03,2.751982927e-07,-8.519409281e-21
1090,1.090000000e-09,4.127936281e-16,-5.722075221e-22,4.127885809e-16,9.966173593e+03,2.751955135e-07,-4.475068447e-21
1100,1.100000000e-09,4.127937771e-16,-6.722486106e-22,4.127883819e-16,9.966177188e+03,2.751956264e-07,-4.722901199e-21
1110,1.110000000e-09,4.127967148e-16,-6.562113680e-22,4.127883855e-16,9.966248114e+03,2.751975900e-07,-7.673041435e-21
1120,1.120000000e-09,4.127984535e-16,-6.471369631e-22,4.127887379e-16,9.966290092e+03,2.751987524e-07,-9.068456342e-21
1130,1.130000000e-09,4.127961476e-16,-6.027753164e-22,4.127887301e-16,9.966234421e+03,2.751972299e-07,-6.814695708e-21
1140,1.140000000e-09,4.127955304e-16,-6.076492094e-22,4.127883969e-16,9.966219519e+03,2.751968163e-07,-6.525831154e-21
1150,1.150000000e-09,4.128007143e-16,-7.031670800e-22,4.127884328e-16,9.966344675e+03,2.752002411e-07,-1.157828008e-20
1160,1.160000000e-09,4.128001376e-16,-6.798829152e-22,4.127888554e-16,9.966330752e+03,2.751998633e-07,-1.060225854e-20
1170,1.170000000e-09,4.127962506e-16,-7.294237709e-22,4.127884538e-16,9.966236906e+03,2.751972570e-07,-7.067360175e-21
1180,1.180000000e-09,4.128017373e-16,-8.315845902e-22,4.127883100e-16,9.966369374e+03,2.752008832e-07,-1.259575241e-20
1190,1.190000000e-09,4.128032119e-16,-9.713166295e-22,4.127885979e-16,9.966404975e+03,2.752018239e-07,-1.364265050e-20
1200,1.200000000e-09,4.128002230e-16,-8.680604067e-22,4.127886497e-16,9.966332814e+03,2.751998604e-07,-1.070522679e-20
1210,1.210000000e-09,4.128008674e-16,-8.335715894e-22,4.127883897e-16,9.966348372e+03,2.752003011e-07,-1.164409122e-20
1220,1.220000000e-09,4.128035306e-16,-8.759368493e-22,4.127884361e-16,9.966412671e+03,2.752020638e-07,-1.421855964e-20
1230,1.230000000e-09,4.128049490e-16,-8.174916616e-22,4.127888049e-16,9.966446916e+03,2.752030294e-07,-1.532668315e-20
1240,1.240000000e-09,4.128011327e-16,-7.143542098e-22,4.127888097e-16,9.966354777e+03,2.752005169e-07,-1.160867762e-20
1250,1.250000000e-09,4.128032078e-16,-7.310416231e-22,4.127885529e-16,9.966404877e+03,2.752018950e-07,-1.392384403e-20
1260,1.260000000e-09,4.128076468e-16,-7.053793984e-22,4.127887709e-16,9.966512049e+03,2.752048626e-07,-1.817056542e-20
1270,1.270000000e-09,4.128044602e-16,-6.419102862e-22,4.127889393e-16,9.966435115e+03,2.752027589e-07,-1.487899065e-20
1280,1.280000000e-09,4.128024884e-16,-6.431264245e-22,4.127886566e-16,9.966387507e+03,2.752014426e-07,-1.318861355e-20
1290,1.290000000e-09,4.128087408e-16,-7.685307314e-22,4.127888040e-16,9.966538462e+03,2.752055716e-07,-1.916832901e-20
1300,1.300000000e-09,4.128076916e-16,-6.939208208e-22,4.127891461e-16,9.966513130e+03,2.752048966e-07,-1.785155978e-20
1310,1.310000000e-09,4.128056203e-16,-6.708962598e-22,4.127890104e-16,9.966463121e+03,2.752035227e-07,-1.593892740e-20
1320,1.320000000e-09,4.128068393e-16,-8.341591901e-22,4.127890903e-16,9.966492552e+03,2.752042848e-07,-1.691481329e-20
1330,1.330000000e-09,4.128100259e-16,-7.575346625e-22,4.127888705e-16,9.966569488e+03,2.752064318e-07,-2.039783852e-20
1340,1.340000000e-09,4.128094417e-16,-6.376798985e-22,4.127891053e-16,9.966555382e+03,2.752060819e-07,-1.969862265e-20
1350,1.350000000e-09,4.128055146e-16,-6.362191082e-22,4.127888640e-16,9.966460570e+03,2.752034638e-07,-1.601430617e-20
1360,1.360000000e-09,4.128101614e-16,-7.150522813e-22,4.127887842e-16,9.966572759e+03,2.752065359e-07,-2.066213221e-20
1370,1.370000000e-09,4.128118890e-16,-6.183275562e-22,4.127890136e-16,9.966614469e+03,2.752077178e-07,-2.225704858e-20
1380,1.380000000e-09,4.128087061e-16,-5.751128938e-22,4.127892587e-16,9.966537622e+03,2.752056118e-07,-1.887226380e-20
1390,1.390000000e-09,4.128083013e-16,-6.804456882e-22,4.127889881e-16,9.966527850e+03,2.752053071e-07,-1.863269658e-20
1400,1.400000000e-09,4.128146721e-16,-7.685422589e-22,4.127888937e-16,9.966681661e+03,2.752095251e-07,-2.500977930e-20
1410,1.410000000e-09,4.128127122e-16,-6.961267579e-22,4.127891097e-16,9.966634344e+03,2.752082424e-07,-2.290640224e-20
1420,1.420000000e-09,4.128109647e-16,-7.058164082e-22,4.127888590e-16,9.966592154e+03,2.752070742e-07,-2.139991727e-20
1430,1.430000000e-09,4.128144091e-16,-8.192464068e-22,4.127888033e-16,9.966675313e+03,2.752093336e-07,-2.478662964e-20
1440,1.440000000e-09,4.128172104e-16,-6.858179629e-22,4.127890537e-16,9.966742945e+03,2.752112307e-07,-2.747090680e-20
1450,1.450000000e-09,4.128150122e-16,-7.615989862e-22,4.127892253e-16,9.966689873e+03,2.752097545e-07,-2.502533526e-20
1460,1.460000000e-09,4.128150560e-16,-8.115609909e-22,4.127888710e-16,9.966690930e+03,2.752097673e-07,-2.537345464e-20
1470,1.470000000e-09,4.128192170e-16,-8.153610229e-22,4.127886728e-16,9.966791390e+03,2.752125393e-07,-2.972882536e-20
1480,1.480000000e-09,4.128199154e-16,-7.444880208e-22,4.127890355e-16,9.966808252e+03,2.752130282e-07,-3.013543919e-20
1490,1.490000000e-09,4.128159417e-16,-7.912557054e-22,4.127890422e-16,9.966712313e+03,2.752103648e-07,-2.610816806e-20
1500,1.500000000e-09,4.128183293e-16,-8.231583937e-22,4.127888124e-16,9.966769958e+03,2.752119453e-07,-2.869371142e-20
1510,1.510000000e-09,4.128230702e-16,-8.072287207e-22,4.127890665e-16,9.966884420e+03,2.752151161e-07,-3.319650795e-20
1520,1.520000000e-09,4.128191903e-16,-7.363524241e-22,4.127893054e-16,9.966790745e+03,2.752125483e-07,-2.914855054e-20
1530,1.530000000e-09,4.128191944e-16,-8.159731287e-22,4.127889528e-16,9.966790845e+03,2.752125259e-07,-2.942566472e-20
1540,1.540000000e-09,4.128221119e-16,-8.916519481e-22,4.127891047e-16,9.966861284e+03,2.752144463e-07,-3.211556694e-20
1550,1.550000000e-09,4.128235852e-16,-7.885159217e-22,4.127892466e-16,9.966896853e+03,2.752154632e-07,-3.355008028e-20
1560,1.560000000e-09,4.128212612e-16,-8.178501645e-22,4.127895254e-16,9.966840745e+03,2.752139047e-07,-3.091798239e-20
1570,1.570000000e-09,4.128202272e-16,-8.337662367e-22,4.127888688e-16,9.966815781e+03,2.752132082e-07,-3.052465042e-20
1580,1.580000000e-09,4.128263827e-16,-7.544126577e-22,4.127888402e-16,9.966964394e+03,2.752173368e-07,-3.678811109e-20
1590,1.590000000e-09,4.128232556e-16,-7.389412832e-22,4.127891311e-16,9.966888896e+03,2.752152566e-07,-3.338559715e-20
1600,1.600000000e-09,4.128216346e-16,-8.164498904e-22,4.127888408e-16,9.966849759e+03,2.752141511e-07,-3.197737243e-20
1610,1.610000000e-09,4.128254398e-16,-8.855386421e-22,4.127886179e-16,9.966941628e+03,2.752166657e-07,-3.593629872e-20
1620,1.620000000e-09,4.128271684e-16,-7.981134350e-22,4.127884806e-16,9.966983363e+03,2.752178411e-07,-3.788965011e-20
1630,1.630000000e-09,4.128242986e-16,-8.792395374e-22,4.127888556e-16,9.966914076e+03,2.752159075e-07,-3.456369672e-20
1640,1.640000000e-09,4.128243329e-16,-8.578357891e-22,4.127885819e-16,9.966914906e+03,2.752159371e-07,-3.489322145e-20
1650,1.650000000e-09,4.128292338e-16,-8.510081757e-22,4.127886533e-16,9.967033229e+03,2.752192065e-07,-3.972946808e-20
1660,1.660000000e-09,4.128283462e-16,-8.067693859e-22,4.127891762e-16,9.967011800e+03,2.752186295e-07,-3.836327700e-20
1670,1.670000000e-09,4.128257374e-16,-7.780537201e-22,4.127888935e-16,9.966948815e+03,2.752168997e-07,-3.606583765e-20
1680,1.680000000e-09,4.128285362e-16,-7.493413638e-22,4.127887975e-16,9.967016387e+03,2.752187760e-07,-3.898941914e-20
1690,1.690000000e-09,4.128311791e-16,-7.853591769e-22,4.127889695e-16,9.967080195e+03,2.752205334e-07,-4.142424884e-20
1700,1.700000000e-09,4.128293150e-16,-7.341572637e-22,4.127889853e-16,9.967035189e+03,2.752193023e-07,-3.959553063e-20
1710,1.710000000e-09,4.128284340e-16,-7.083198162e-22,4.127888662e-16,9.967013920e+03,2.752187235e-07,-3.885956426e-20
1720,1.720000000e-09,4.128318279e-16,-7.455078002e-22,4.127885428e-16,9.967095858e+03,2.752209890e-07,-4.253958292e-20
1730,1.730000000e-09,4.128338712e-16,-6.397207452e-22,4.127888917e-16,9.967145191e+03,2.752223746e-07,-4.433985904e-20
1740,1.740000000e-09,4.128290433e-16,-6.264378307e-22,4.127888804e-16,9.967028630e+03,2.752191592e-07,-3.953643093e-20
1750,1.750000000e-09,4.128325593e-16,-4.888273786e-22,4.127881967e-16,9.967113516e+03,2.752215441e-07,-4.387376580e-20
1760,1.760000000e-09,4.128349544e-16,-5.248535167e-22,4.127886752e-16,9.967171342e+03,2.752231290e-07,-4.575427682e-20
1770,1.770000000e-09,4.128336748e-16,-4.639288084e-22,4.127889248e-16,9.967140448e+03,2.752222949e-07,-4.428607792e-20
1780,1.780000000e-09,4.128330269e-16,-3.911300522e-22,4.127889405e-16,9.967124807e+03,2.752218866e-07,-4.369524539e-20
1790,1.790000000e-09,4.128349604e-16,-3.828397051e-22,4.127886392e-16,9.967171486e+03,2.752231778e-07,-4.593835937e-20
1800,1.800000000e-09,4.128379226e-16,-4.248078180e-22,4.127889846e-16,9.967243005e+03,2.752251402e-07,-4.851321527e-20
1810,1.810000000e-09,4.128344199e-16,-3.543123382e-22,4.127892530e-16,9.967158438e+03,2.752228277e-07,-4.481261394e-20
1820,1.820000000e-09,4.128351067e-16,-3.229391855e-22,4.127886799e-16,9.967175019e+03,2.752232957e-07,-4.610385499e-20
1830,1.830000000e-09,4.128420228e-16,-3.010260764e-22,4.127885212e-16,9.967341997e+03,2.752279114e-07,-5.320058658e-20
1840,1.840000000e-09,4.128427439e-16,-3.494050919e-22,4.127891050e-16,9.967359407e+03,2.752283787e-07,-5.328951325e-20
1850,1.850000000e-09,4.128411468e-16,-4.849350838e-22,4.127887582e-16,9.967320846e+03,2.752272713e-07,-5.190361795e-20
1860,1.860000000e-09,4.128479302e-16,-4.876431202e-22,4.127885433e-16,9.967484620e+03,2.752317917e-07,-5.889924998e-20
1870,1.870000000e-09,4.128507031e-16,-4.865041933e-22,4.127887755e-16,9.967551566e+03,2.752336438e-07,-6.144102122e-20
1880,1.880000000e-09,4.128508729e-16,-4.457830045e-22,4.127887073e-16,9.967555667e+03,2.752337679e-07,-6.171985878e-20
1890,1.890000000e-09,4.128514046e-16,-4.528729366e-22,4.127885757e-16,9.967568503e+03,2.752341196e-07,-6.237602707e-20
1900,1.900000000e-09,4.128582722e-16,-5.424158606e-22,4.127883424e-16,9.967734309e+03,2.752386759e-07,-6.938741426e-20
1910,1.910000000e-09,4.128605809e-16,-4.237031040e-22,4.127887491e-16,9.967790048e+03,2.752402454e-07,-7.140801242e-20
1920,1.920000000e-09,4.128587191e-16,-4.541350416e-22,4.127885643e-16,9.967745099e+03,2.752390008e-07,-6.970065590e-20
1930,1.930000000e-09,4.128636448e-16,-4.353776040e-22,4.127882983e-16,9.967864022e+03,2.752422860e-07,-7.491119184e-20
1940,1.940000000e-09,4.128687506e-16,-4.173915459e-22,4.127883854e-16,9.967987293e+03,2.752456935e-07,-7.994781959e-20
1950,1.950000000e-09,4.128679437e-16,-3.428003325e-22,4.127885247e-16,9.967967811e+03,2.752451807e-07,-7.907617023e-20
1960,1.960000000e-09,4.128690000e-16,-3.246679594e-22,4.127881310e-16,9.967993313e+03,2.752458910e-07,-8.054431256e-20
1970,1.970000000e-09,4.128749676e-16,-4.023742655e-22,4.127882089e-16,9.968137390e+03,2.752498454e-07,-8.635635607e-20
1980,1.980000000e-09,4.128788915e-16,-3.784986007e-22,4.127884208e-16,9.968232125e+03,2.752524678e-07,-9.009219352e-20
1990,1.990000000e-09,4.128773269e-16,-2.365372636e-22,4.127885425e-16,9.968194351e+03,2.752514668e-07,-8.854782173e-20
2000,2.000000000e-09,4.128801051e-16,-3.440160379e-22,4.127880897e-16,9.968261427e+03,2.752532879e-07,-9.167144201e-20
2010,2.010000000e-09,4.128876468e-16,-4.297882144e-22,4.127883774e-16,9.968443507e+03,2.752582878e-07,-9.883963023e-20
2020,2.020000000e-09,4.128871713e-16,-3.929489682e-22,4.127887049e-16,9.968432027e+03,2.752579827e-07,-9.807341390e-20
2030,2.030000000e-09,4.128877235e-16,-4.268169551e-22,4.127883551e-16,9.968445359e+03,2.752583394e-07,-9.894157601e-20
2040,2.040000000e-09,4.128936457e-16,-4.993860300e-22,4.127882151e-16,9.968588341e+03,2.752622635e-07,-1.049312623e-19
2050,2.050000000e-09,4.128973872e-16,-5.006154893e-22,4.127883825e-16,9.968678673e+03,2.752647575e-07,-1.085041349e-19
2060,2.060000000e-09,4.128966549e-16,-4.962547648e-22,4.127884316e-16,9.968660991e+03,2.752642707e-07,-1.077270161e-19
