step,time_s,KE_J,PE_J,Etot_J,T_kin_K,P_Pa,Uext_J
310,3.100000000e-10,1.208591580e-16,-1.197470489e-23,1.259441377e-16,9.726436871e+03,8.057276804e-11,5.084991588e-18
320,3.200000000e-10,1.208590608e-16,-1.201650728e-23,1.259441351e-16,9.726429045e+03,8.057270320e-11,5.085086272e-18
330,3.300000000e-10,1.208591121e-16,-1.229605502e-23,1.259441268e-16,9.726433169e+03,8.057273727e-11,5.085027036e-18
340,3.400000000e-10,1.208591997e-16,-1.236601091e-23,1.259441324e-16,9.726440219e+03,8.057279565e-11,5.084945111e-18
350,3.500000000e-10,1.208591258e-16,-1.226048940e-23,1.259441386e-16,9.726434271e+03,8.057274641e-11,5.085025114e-18
360,3.600000000e-10,1.208590747e-16,-1.241981692e-23,1.259441307e-16,9.726430164e+03,8.057271234e-11,5.085068436e-18
370,3.700000000e-10,1.208591771e-16,-1.264570778e-23,1.259441274e-16,9.726438402e+03,8.057278051e-11,5.084962946e-18
380,3.800000000e-10,1.208592009e-16,-1.258498645e-23,1.259441365e-16,9.726440317e+03,8.057279639e-11,5.084948175e-18
390,3.900000000e-10,1.208591002e-16,-1.258384907e-23,1.259441365e-16,9.726432217e+03,8.057272929e-11,5.085048836e-18
400,4.000000000e-10,1.208591238e-16,-1.279495224e-23,1.259441274e-16,9.726434114e+03,8.057274494e-11,5.085016376e-18
410,4.100000000e-10,1.208592268e-16,-1.290765975e-23,1.259441307e-16,9.726442402e+03,8.057281355e-11,5.084916798e-18
420,4.200000000e-10,1.208591768e-16,-1.283205978e-23,1.259441386e-16,9.726438382e+03,8.057278028e-11,5.084974564e-18
430,4.300000000e-10,1.208591036e-16,-1.293644631e-23,1.259441324e-16,9.726432486e+03,8.057273140e-11,5.085041751e-18
440,4.400000000e-10,1.208591920e-16,-1.314135663e-23,1.259441267e-16,9.726439602e+03,8.057279028e-11,5.084947884e-18
450,4.500000000e-10,1.208592450e-16,-1.315011624e-23,1.259441350e-16,9.726443869e+03,8.057282562e-11,5.084903102e-18
460,4.600000000e-10,1.208591495e-16,-1.314100522e-23,1.259441376e-16,9.726436186e+03,8.057276198e-11,5.085001189e-18
470,4.700000000e-10,1.208591439e-16,-1.330698911e-23,1.259441284e-16,9.726435733e+03,8.057275818e-11,5.084997776e-18
480,4.800000000e-10,1.208592543e-16,-1.345183306e-23,1.259441291e-16,9.726444616e+03,8.057283171e-11,5.084888267e-18
490,4.900000000e-10,1.208592327e-16,-1.342109171e-23,1.259441380e-16,9.726442882e+03,8.057281736e-11,5.084918707e-18
500,5.000000000e-10,1.208591436e-16,-1.349046646e-23,1.259441340e-16,9.726435711e+03,8.057275793e-11,5.085003895e-18
510,5.100000000e-10,1.208592114e-16,-1.367402779e-23,1.259441266e-16,9.726441160e+03,8.057280301e-11,5.084928880e-18
520,5.200000000e-10,1.208592897e-16,-1.373910645e-23,1.259441333e-16,9.726447465e+03,8.057285521e-11,5.084857314e-18
530,5.300000000e-10,1.208592076e-16,-1.373194389e-23,1.259441383e-16,9.726440858e+03,8.057280049e-11,5.084944420e-18
540,5.400000000e-10,1.208591737e-16,-1.385766167e-23,1.259441297e-16,9.726438130e+03,8.057277785e-11,5.084969896e-18
550,5.500000000e-10,1.208592829e-16,-1.401650534e-23,1.259441278e-16,9.726446919e+03,8.057285061e-11,5.084858921e-18
560,5.600000000e-10,1.208592920e-16,-1.402665593e-23,1.259441371e-16,9.726447649e+03,8.057285664e-11,5.084859103e-18
570,5.700000000e-10,1.208591948e-16,-1.406960297e-23,1.259441356e-16,9.726439825e+03,8.057279182e-11,5.084954897e-18
580,5.800000000e-10,1.208592367e-16,-1.422653514e-23,1.259441269e-16,9.726443203e+03,8.057281975e-11,5.084904366e-18
590,5.900000000e-10,1.208593345e-16,-1.432917632e-23,1.259441315e-16,9.726451069e+03,8.057288488e-11,5.084811356e-18
600,6.000000000e-10,1.208592729e-16,-1.433122387e-23,1.259441385e-16,9.726446117e+03,8.057284385e-11,5.084879902e-18
610,6.100000000e-10,1.208592140e-16,-1.442296621e-23,1.259441313e-16,9.726441377e+03,8.057280455e-11,5.084931693e-18
620,6.200000000e-10,1.208593137e-16,-1.458168616e-23,1.259441269e-16,9.726449399e+03,8.057287096e-11,5.084827771e-18
630,6.300000000e-10,1.208593532e-16,-1.462813521e-23,1.259441357e-16,9.726452574e+03,8.057289724e-11,5.084797162e-18
640,6.400000000e-10,1.208592563e-16,-1.465649797e-23,1.259441369e-16,9.726444778e+03,8.057283265e-11,5.084895238e-18
650,6.500000000e-10,1.208592697e-16,-1.478688961e-23,1.259441276e-16,9.726445854e+03,8.057284152e-11,5.084872763e-18
660,6.600000000e-10,1.208593794e-16,-1.491427065e-23,1.259441298e-16,9.726454686e+03,8.057291464e-11,5.084765329e-18
670,6.700000000e-10,1.208593440e-16,-1.493419492e-23,1.259441383e-16,9.726451836e+03,8.057289103e-11,5.084809181e-18
680,6.800000000e-10,1.208592655e-16,-1.500098774e-23,1.259441330e-16,9.726445516e+03,8.057283865e-11,5.084882506e-18
690,6.900000000e-10,1.208593481e-16,-1.515187606e-23,1.259441265e-16,9.726452166e+03,8.057289369e-11,5.084793518e-18
700,7.000000000e-10,1.208594153e-16,-1.523199306e-23,1.259441341e-16,9.726457575e+03,8.057293847e-11,5.084734022e-18
710,7.100000000e-10,1.208593273e-16,-1.525939727e-23,1.259441378e-16,9.726450489e+03,8.057287976e-11,5.084825806e-18
720,7.200000000e-10,1.208593116e-16,-1.536581143e-23,1.259441288e-16,9.726449225e+03,8.057286926e-11,5.084832613e-18
730,7.300000000e-10,1.208594250e-16,-1.550916107e-23,1.259441284e-16,9.726458354e+03,8.057294483e-11,5.084718883e-18
740,7.400000000e-10,1.208594192e-16,-1.555808608e-23,1.259441375e-16,9.726457890e+03,8.057294097e-11,5.084733849e-18
750,7.500000000e-10,1.208593281e-16,-1.561354747e-23,1.259441346e-16,9.726450557e+03,8.057288021e-11,5.084822112e-18
760,7.600000000e-10,1.208593876e-16,-1.575404822e-23,1.259441265e-16,9.726455345e+03,8.057291982e-11,5.084754656e-18
770,7.700000000e-10,1.208594778e-16,-1.586841571e-23,1.259441324e-16,9.726462601e+03,8.057297989e-11,5.084670464e-18
780,7.800000000e-10,1.208594064e-16,-1.590942847e-23,1.259441383e-16,9.726456857e+03,8.057293230e-11,5.084747827e-18
790,7.900000000e-10,1.208593636e-16,-1.599491978e-23,1.259441303e-16,9.726453411e+03,8.057290372e-11,5.084782693e-18
800,8.000000000e-10,1.208594722e-16,-1.614479929e-23,1.259441272e-16,9.726462149e+03,8.057297605e-11,5.084671242e-18
810,8.100000000e-10,1.208594972e-16,-1.622487630e-23,1.259441364e-16,9.726464164e+03,8.057299272e-11,5.084655418e-18
820,8.200000000e-10,1.208594016e-16,-1.627243462e-23,1.259441361e-16,9.726456471e+03,8.057292898e-11,5.084750738e-18
830,8.300000000e-10,1.208594338e-16,-1.638951560e-23,1.259441270e-16,9.726459064e+03,8.057295042e-11,5.084709597e-18
840,8.400000000e-10,1.208595403e-16,-1.652467505e-23,1.259441306e-16,9.726467634e+03,8.057302137e-11,5.084606844e-18
850,8.500000000e-10,1.208594922e-16,-1.658478113e-23,1.259441383e-16,9.726463759e+03,8.057298924e-11,5.084662767e-18
860,8.600000000e-10,1.208594264e-16,-1.664521287e-23,1.259441319e-16,9.726458470e+03,8.057294541e-11,5.084722119e-18
870,8.700000000e-10,1.208595220e-16,-1.677931241e-23,1.259441265e-16,9.726466164e+03,8.057300910e-11,5.084621272e-18
880,8.800000000e-10,1.208595766e-16,-1.688301129e-23,1.259441349e-16,9.726470555e+03,8.057304544e-11,5.084575192e-18
890,8.900000000e-10,1.208594851e-16,-1.692687433e-23,1.259441372e-16,9.726463190e+03,8.057298442e-11,5.084669052e-18
900,9.000000000e-10,1.208594882e-16,-1.700112996e-23,1.259441280e-16,9.726463439e+03,8.057298646e-11,5.084656801e-18
910,9.100000000e-10,1.208596031e-16,-1.712868927e-23,1.259441290e-16,9.726472687e+03,8.057306303e-11,5.084543065e-18
920,9.200000000e-10,1.208595829e-16,-1.719684348e-23,1.259441379e-16,9.726471058e+03,8.057304951e-11,5.084572207e-18
930,9.300000000e-10,1.208595004e-16,-1.722274998e-23,1.259441336e-16,9.726464421e+03,8.057299452e-11,5.084650417e-18
940,9.400000000e-10,1.208595760e-16,-1.731033458e-23,1.259441263e-16,9.726470510e+03,8.057304493e-11,5.084567570e-18
950,9.500000000e-10,1.208596565e-16,-1.740647283e-23,1.259441332e-16,9.726476983e+03,8.057309851e-11,5.084494164e-18
960,9.600000000e-10,1.208595773e-16,-1.743442157e-23,1.259441380e-16,9.726470611e+03,8.057304573e-11,5.084578099e-18
970,9.700000000e-10,1.208595519e-16,-1.745473618e-23,1.259441293e-16,9.726468563e+03,8.057302875e-11,5.084594898e-18
980,9.800000000e-10,1.208596667e-16,-1.754447299e-23,1.259441277e-16,9.726477803e+03,8.057310527e-11,5.084478587e-18
990,9.900000000e-10,1.208596768e-16,-1.759746649e-23,1.259441370e-16,9.726478620e+03,8.057311202e-11,5.084477721e-18
1000,1.000000000e-09,1.208595852e-16,-1.759135673e-23,1.259441352e-16,9.726471245e+03,8.057305093e-11,5.084567561e-18
