step,time_s,KE_J,PE_J,Etot_J,T_kin_K,P_Pa,Uext_J
940,9.400000000e-10,4.220579063e-16,7.545543485e-22,4.127826281e-16,1.018984324e+04,2.813721900e-07,-9.276032791e-18
950,9.500000000e-10,4.221963004e-16,8.325538734e-22,4.127828069e-16,1.019318452e+04,2.814644775e-07,-9.414326069e-18
960,9.600000000e-10,4.223330832e-16,9.085292748e-22,4.127828374e-16,1.019648690e+04,2.815556913e-07,-9.551154315e-18
970,9.700000000e-10,4.224638398e-16,9.765123263e-22,4.127833166e-16,1.019964379e+04,2.816428852e-07,-9.681499725e-18
980,9.800000000e-10,4.225914459e-16,1.076461843e-21,4.127833663e-16,1.020272461e+04,2.817279890e-07,-9.809156073e-18
990,9.900000000e-10,4.227171994e-16,1.173977893e-21,4.127834854e-16,1.020576071e+04,2.818118535e-07,-9.934887901e-18
1000,1.000000000e-09,4.228395718e-16,1.188523408e-21,4.127837689e-16,1.020871517e+04,2.818934452e-07,-1.005699145e-17
1010,1.010000000e-09,4.229615306e-16,1.405194679e-21,4.127836415e-16,1.021165965e+04,2.819748212e-07,-1.017929428e-17
1020,1.020000000e-09,4.230846693e-16,1.455088922e-21,4.127838667e-16,1.021463262e+04,2.820569311e-07,-1.030225765e-17
1030,1.030000000e-09,4.232058498e-16,1.500127270e-21,4.127837272e-16,1.021755831e+04,2.821377333e-07,-1.042362272e-17
1040,1.040000000e-09,4.233282165e-16,1.515409975e-21,4.127836618e-16,1.022051263e+04,2.822193179e-07,-1.054607009e-17
1050,1.050000000e-09,4.234509644e-16,1.556923773e-21,4.127838369e-16,1.022347617e+04,2.823011622e-07,-1.066868442e-17
1060,1.060000000e-09,4.235730865e-16,1.600154360e-21,4.127836790e-16,1.022642459e+04,2.823825911e-07,-1.079100766e-17
1070,1.070000000e-09,4.236944269e-16,1.590255584e-21,4.127838185e-16,1.022935414e+04,2.824634818e-07,-1.091219867e-17
1080,1.080000000e-09,4.238134409e-16,1.613856503e-21,4.127837921e-16,1.023222752e+04,2.825428327e-07,-1.103126267e-17
1090,1.090000000e-09,4.239324657e-16,1.731519847e-21,4.127837568e-16,1.023510117e+04,2.826222208e-07,-1.115044040e-17
1100,1.100000000e-09,4.240519446e-16,1.794462628e-21,4.127839080e-16,1.023798577e+04,2.827018949e-07,-1.126983108e-17
1110,1.110000000e-09,4.241659579e-16,1.834324216e-21,4.127841677e-16,1.024073842e+04,2.827779182e-07,-1.138362450e-17
1120,1.120000000e-09,4.242760172e-16,1.964533589e-21,4.127839713e-16,1.024339561e+04,2.828513323e-07,-1.149401040e-17
1130,1.130000000e-09,4.243897790e-16,2.083132266e-21,4.127838943e-16,1.024614219e+04,2.829272122e-07,-1.160796777e-17
1140,1.140000000e-09,4.245033335e-16,2.140665462e-21,4.127838132e-16,1.024888376e+04,2.830029361e-07,-1.172166091e-17
1150,1.150000000e-09,4.246181809e-16,2.240294275e-21,4.127836745e-16,1.025165655e+04,2.830795341e-07,-1.183674666e-17
1160,1.160000000e-09,4.247340151e-16,2.361752112e-21,4.127836425e-16,1.025445316e+04,2.831567972e-07,-1.195273434e-17
1170,1.170000000e-09,4.248461437e-16,2.578246201e-21,4.127840832e-16,1.025716031e+04,2.832316175e-07,-1.206463868e-17
1180,1.180000000e-09,4.249536569e-16,2.488333511e-21,4.127841237e-16,1.025975603e+04,2.833032674e-07,-1.217202153e-17
1190,1.190000000e-09,4.250619600e-16,2.366133393e-21,4.127842174e-16,1.026237081e+04,2.833754316e-07,-1.228010872e-17
1200,1.200000000e-09,4.251662027e-16,2.463476020e-21,4.127847043e-16,1.026488757e+04,2.834449571e-07,-1.238396187e-17
1210,1.210000000e-09,4.252718184e-16,2.416647171e-21,4.127846490e-16,1.026743747e+04,2.835153562e-07,-1.248958601e-17
1220,1.220000000e-09,4.253714718e-16,2.534781322e-21,4.127851330e-16,1.026984343e+04,2.835818287e-07,-1.258887354e-17
1230,1.230000000e-09,4.254650178e-16,2.691262494e-21,4.127851227e-16,1.027210193e+04,2.836442424e-07,-1.268258640e-17
1240,1.240000000e-09,4.255612880e-16,2.771259895e-21,4.127851223e-16,1.027442621e+04,2.837084481e-07,-1.277893702e-17
1250,1.250000000e-09,4.256556246e-16,2.816074182e-21,4.127855488e-16,1.027670380e+04,2.837713511e-07,-1.287289192e-17
1260,1.260000000e-09,4.257445014e-16,2.818399146e-21,4.127852464e-16,1.027884957e+04,2.838306068e-07,-1.296207346e-17
1270,1.270000000e-09,4.258342397e-16,2.744436595e-21,4.127852223e-16,1.028101614e+04,2.838904325e-07,-1.305176178e-17
1280,1.280000000e-09,4.259223893e-16,2.808234601e-21,4.127857723e-16,1.028314436e+04,2.839491970e-07,-1.313942527e-17
1290,1.290000000e-09,4.260082394e-16,2.870440162e-21,4.127858257e-16,1.028521706e+04,2.840064501e-07,-1.322528413e-17
1300,1.300000000e-09,4.260919149e-16,2.935949579e-21,4.127857873e-16,1.028723726e+04,2.840622551e-07,-1.330906358e-17
1310,1.310000000e-09,4.261746367e-16,2.925802021e-21,4.127857834e-16,1.028923443e+04,2.841174003e-07,-1.339177906e-17
1320,1.320000000e-09,4.262550590e-16,2.917734837e-21,4.127858010e-16,1.029117608e+04,2.841710158e-07,-1.347217571e-17
1330,1.330000000e-09,4.263371289e-16,3.098979962e-21,4.127858076e-16,1.029315751e+04,2.842257824e-07,-1.355442022e-17
1340,1.340000000e-09,4.264210556e-16,3.185410849e-21,4.127856664e-16,1.029518378e+04,2.842817623e-07,-1.363857468e-17
1350,1.350000000e-09,4.265034109e-16,3.105327157e-21,4.127858397e-16,1.029717210e+04,2.843366412e-07,-1.372067652e-17
1360,1.360000000e-09,4.265845576e-16,3.035954503e-21,4.127856465e-16,1.029913124e+04,2.843907161e-07,-1.380194706e-17
1370,1.370000000e-09,4.266622768e-16,2.956322125e-21,4.127857358e-16,1.030100764e+04,2.844425041e-07,-1.387949740e-17
1380,1.380000000e-09,4.267374020e-16,3.003622085e-21,4.127853879e-16,1.030282140e+04,2.844926029e-07,-1.395501764e-17
1390,1.390000000e-09,4.268105643e-16,3.050965982e-21,4.127859333e-16,1.030458778e+04,2.845413933e-07,-1.402768196e-17
1400,1.400000000e-09,4.268740352e-16,3.094680883e-21,4.127861985e-16,1.030612017e+04,2.845837215e-07,-1.409093138e-17
1410,1.410000000e-09,4.269296695e-16,3.114649670e-21,4.127864416e-16,1.030746336e+04,2.846208178e-07,-1.414634252e-17
1420,1.420000000e-09,4.269828590e-16,3.137115546e-21,4.127867045e-16,1.030874753e+04,2.846562854e-07,-1.419929163e-17
1430,1.430000000e-09,4.270350011e-16,3.199882151e-21,4.127865132e-16,1.031000641e+04,2.846910681e-07,-1.425168776e-17
1440,1.440000000e-09,4.270900618e-16,3.292458352e-21,4.127862895e-16,1.031133575e+04,2.847278068e-07,-1.430706472e-17
1450,1.450000000e-09,4.271467555e-16,3.346220637e-21,4.127867535e-16,1.031270452e+04,2.847656213e-07,-1.436334830e-17
1460,1.460000000e-09,4.271966695e-16,3.426590188e-21,4.127868446e-16,1.031390961e+04,2.847989223e-07,-1.441325147e-17
1470,1.470000000e-09,4.272454046e-16,3.408324503e-21,4.127870408e-16,1.031508623e+04,2.848314068e-07,-1.446177209e-17
1480,1.480000000e-09,4.272899749e-16,3.470495426e-21,4.127869051e-16,1.031616230e+04,2.848611402e-07,-1.450654030e-17
1490,1.490000000e-09,4.273358416e-16,3.561994255e-21,4.127870533e-16,1.031726967e+04,2.848917399e-07,-1.455235027e-17
1500,1.500000000e-09,4.273794985e-16,3.312684680e-21,4.127872189e-16,1.031832369e+04,2.849207948e-07,-1.459559228e-17
1510,1.510000000e-09,4.274143586e-16,3.549310591e-21,4.127874654e-16,1.031916532e+04,2.849440893e-07,-1.463044246e-17
1520,1.520000000e-09,4.274447507e-16,3.736691687e-21,4.127876052e-16,1.031989909e+04,2.849644109e-07,-1.466088223e-17
1530,1.530000000e-09,4.274732233e-16,3.825016582e-21,4.127876180e-16,1.032058651e+04,2.849834178e-07,-1.468943029e-17
1540,1.540000000e-09,4.275047241e-16,3.779761221e-21,4.127874706e-16,1.032134704e+04,2.850044087e-07,-1.472103323e-17
1550,1.550000000e-09,4.275390220e-16,3.784074966e-21,4.127873563e-16,1.032217510e+04,2.850272755e-07,-1.475544982e-17
1560,1.560000000e-09,4.275726191e-16,3.764063020e-21,4.127876019e-16,1.032298624e+04,2.850496667e-07,-1.478878125e-17
1570,1.570000000e-09,4.276046959e-16,3.670829704e-21,4.127876342e-16,1.032376068e+04,2.850710285e-07,-1.482073245e-17
1580,1.580000000e-09,4.276329995e-16,3.767691385e-21,4.127878769e-16,1.032444402e+04,2.850899230e-07,-1.484889029e-17
1590,1.590000000e-09,4.276594332e-16,3.866121303e-21,4.127879655e-16,1.032508222e+04,2.851075766e-07,-1.487533383e-17
1600,1.600000000e-09,4.276843790e-16,3.881561661e-21,4.127879828e-16,1.032568449e+04,2.851242126e-07,-1.490027771e-17
1610,1.610000000e-09,4.277082643e-16,3.858149283e-21,4.127879472e-16,1.032626116e+04,2.851401305e-07,-1.492417526e-17
1620,1.620000000e-09,4.277287236e-16,4.036427677e-21,4.127881290e-16,1.032675511e+04,2.851538267e-07,-1.494463101e-17
1630,1.630000000e-09,4.277508885e-16,4.037540413e-21,4.127880014e-16,1.032729024e+04,2.851686038e-07,-1.496692459e-17
1640,1.640000000e-09,4.277760189e-16,4.074003818e-21,4.127877890e-16,1.032789697e+04,2.851853689e-07,-1.499230393e-17
1650,1.650000000e-09,4.278003587e-16,4.148180589e-21,4.127881334e-16,1.032848462e+04,2.852016205e-07,-1.501637348e-17
1660,1.660000000e-09,4.278219696e-16,4.164247116e-21,4.127882088e-16,1.032900637e+04,2.852160343e-07,-1.503792509e-17
1670,1.670000000e-09,4.278426744e-16,4.207171628e-21,4.127880913e-16,1.032950625e+04,2.852298514e-07,-1.505879024e-17
1680,1.680000000e-09,4.278637419e-16,4.266849230e-21,4.127883675e-16,1.033001489e+04,2.852439163e-07,-1.507964117e-17
1690,1.690000000e-09,4.278818064e-16,4.387281270e-21,4.127883805e-16,1.033045103e+04,2.852559988e-07,-1.509781311e-17
1700,1.700000000e-09,4.278965487e-16,4.459579330e-21,4.127886933e-16,1.033080696e+04,2.852658513e-07,-1.511231505e-17
1710,1.710000000e-09,4.279086302e-16,4.511037652e-21,4.127889056e-16,1.033109864e+04,2.852739229e-07,-1.512423561e-17
1720,1.720000000e-09,4.279196616e-16,4.545682646e-21,4.127890838e-16,1.033136497e+04,2.852812892e-07,-1.513512353e-17
1730,1.730000000e-09,4.279274966e-16,4.574595430e-21,4.127893692e-16,1.033155414e+04,2.852865215e-07,-1.514270197e-17
1740,1.740000000e-09,4.279277959e-16,4.462394564e-21,4.127891092e-16,1.033156136e+04,2.852866848e-07,-1.514314906e-17
1750,1.750000000e-09,4.279319156e-16,4.430195269e-21,4.127889707e-16,1.033166082e+04,2.852894201e-07,-1.514737509e-17
1760,1.760000000e-09,4.279353302e-16,4.454676338e-21,4.127889525e-16,1.033174327e+04,2.852917040e-07,-1.515083241e-17
1770,1.770000000e-09,4.279389278e-16,4.438649815e-21,4.127891823e-16,1.033183012e+04,2.852940950e-07,-1.515418414e-17
1780,1.780000000e-09,4.279359613e-16,4.340683332e-21,4.127891868e-16,1.033175850e+04,2.852920871e-07,-1.515111522e-17
1790,1.790000000e-09,4.279313705e-16,4.380177365e-21,4.127891533e-16,1.033164766e+04,2.852890390e-07,-1.514659732e-17
1800,1.800000000e-09,4.279265052e-16,4.383553941e-21,4.127895378e-16,1.033153020e+04,2.852857947e-07,-1.514135098e-17
1810,1.810000000e-09,4.279185885e-16,4.328101487e-21,4.127895902e-16,1.033133907e+04,2.852805015e-07,-1.513332642e-17
1820,1.820000000e-09,4.279095254e-16,4.338770334e-21,4.127896648e-16,1.033112025e+04,2.852744605e-07,-1.512419928e-17
1830,1.830000000e-09,4.279019341e-16,4.322949860e-21,4.127895581e-16,1.033093697e+04,2.852693952e-07,-1.511669889e-17
1840,1.840000000e-09,4.278959774e-16,4.290859674e-21,4.127894857e-16,1.033079316e+04,2.852654140e-07,-1.511078256e-17
1850,1.850000000e-09,4.278912488e-16,4.291307744e-21,4.127891262e-16,1.033067900e+04,2.852622613e-07,-1.510641388e-17
1860,1.860000000e-09,4.278882145e-16,4.233595557e-21,4.127892140e-16,1.033060574e+04,2.852602196e-07,-1.510323415e-17
1870,1.870000000e-09,4.278824990e-16,4.098551504e-21,4.127896162e-16,1.033046775e+04,2.852563702e-07,-1.509698128e-17
1880,1.880000000e-09,4.278732825e-16,4.074406491e-21,4.127895538e-16,1.033024523e+04,2.852502113e-07,-1.508780314e-17
1890,1.890000000e-09,4.278651067e-16,3.948762496e-21,4.127896263e-16,1.033004784e+04,2.852447199e-07,-1.507942912e-17
1900,1.900000000e-09,4.278540834e-16,3.855807250e-21,4.127896824e-16,1.032978170e+04,2.852373411e-07,-1.506825680e-17
1910,1.910000000e-09,4.278430705e-16,3.886093989e-21,4.127897522e-16,1.032951582e+04,2.852300087e-07,-1.505720438e-17
1920,1.920000000e-09,4.278332310e-16,3.904329807e-21,4.127895196e-16,1.032927826e+04,2.852234547e-07,-1.504761568e-17
1930,1.930000000e-09,4.278221742e-16,3.894058309e-21,4.127893695e-16,1.032901131e+04,2.852160805e-07,-1.503669878e-17
1940,1.940000000e-09,4.278139307e-16,3.888694889e-21,4.127891826e-16,1.032881229e+04,2.852105834e-07,-1.502863681e-17
1950,1.950000000e-09,4.278049317e-16,3.886258455e-21,4.127891478e-16,1.032859502e+04,2.852045824e-07,-1.501967015e-17
1960,1.960000000e-09,4.277983661e-16,3.811154554e-21,4.127889013e-16,1.032843651e+04,2.852001810e-07,-1.501327601e-17
1970,1.970000000e-09,4.277912300e-16,3.751071917e-21,4.127892550e-16,1.032826422e+04,2.851954036e-07,-1.500572610e-17
1980,1.980000000e-09,4.277858137e-16,3.669793822e-21,4.127893805e-16,1.032813345e+04,2.851917665e-07,-1.500010300e-17
1990,1.990000000e-09,4.277810198e-16,3.663791901e-21,4.127892395e-16,1.032801771e+04,2.851885675e-07,-1.499544404e-17
2000,2.000000000e-09,4.277767493e-16,3.620899369e-21,4.127891121e-16,1.032791461e+04,2.851857065e-07,-1.499125806e-17
2010,2.010000000e-09,4.277769530e-16,3.633737854e-21,4.127889848e-16,1.032791953e+04,2.851858466e-07,-1.499160186e-17
2020,2.020000000e-09,4.277787799e-16,3.724090934e-21,4.127889694e-16,1.032796363e+04,2.851870930e-07,-1.499353457e-17
2030,2.030000000e-09,4.277788780e-16,3.660525585e-21,4.127890367e-16,1.032796600e+04,2.851871384e-07,-1.499350191e-17
2040,2.040000000e-09,4.277783167e-16,3.647646650e-21,4.127889600e-16,1.032795245e+04,2.851867599e-07,-1.499300426e-17
2050,2.050000000e-09,4.277779637e-16,3.627862316e-21,4.127896455e-16,1.032794393e+04,2.851865171e-07,-1.499194599e-17
2060,2.060000000e-09,4.277693641e-16,3.618805657e-21,4.127896490e-16,1.032773631e+04,2.851807813e-07,-1.498333384e-17
2070,2.070000000e-09,4.277613432e-16,3.566495375e-21,4.127896533e-16,1.032754265e+04,2.851754176e-07,-1.497525640e-17
